,矢板の全長,引張材位置,腹起し番号
4375,12.4,1.9,9
4376,10.0,6.7,2
4377,12.8,3.1,7
4378,14.6,6.2,7
4379,13.7,5.3,9
4380,12.9,1.3,1
4381,12.3,7.2,7
4382,11.4,5.6,10
4383,4.7,1.4,5
4384,4.1,1.0,1
4385,3.3,0.4,4
4386,10.5,8.2,6
4387,9.6,5.3,8
4388,12.8,3.1,7
4389,12.0,1.7,10
4390,13.7,4.1,9
4391,12.8,7.9,1
4392,11.9,6.0,4
4393,5.5,3.3,3
4394,4.6,2.2,5
4395,3.8,0.6,8
4396,8.3,0.9,3
4397,9.2,5.2,5
4398,8.3,2.7,7
4399,7.4,1.7,9
4400,6.9,1.7,5
4401,6.0,3.5,7
4402,17.0,6.0,3
4403,16.5,5.8,9
4404,15.6,4.3,1
4405,10.6,1.2,7
4406,9.7,5.6,9
4407,8.8,3.9,1
4408,19.2,5.6,3
4409,8.7,4.7,5
4410,17.9,8.3,1
4411,12.9,6.7,6
4412,11.1,3.8,1
4413,7.9,1.6,10
4414,15.1,7.5,2
4415,13.3,3.2,6
4416,6.9,1.3,6
4417,6.0,0.8,8
4418,12.5,6.8,3
4419,11.6,3.8,5
4420,11.0,4.0,1
4421,10.1,0.7,3
4422,9.2,4.9,5
4423,8.3,3.4,8
4424,7.4,2.3,10
4425,18.8,5.1,9
4426,12.4,3.1,9
4427,11.6,4.6,1
4428,10.7,2.9,3
4429,11.5,4.3,5
4430,10.6,3.4,7
4431,15.2,0.6,3
4432,14.3,5.0,5
4433,7.9,2.2,4
4434,7.0,1.2,7
4435,14.3,5.2,9
4436,11.1,3.3,8
4437,10.2,2.0,10
4438,16.6,4.3,5
4439,3.9,0.8,3
4440,15.2,7.4,3
4441,14.3,5.6,5
4442,13.4,4.2,7
4443,12.5,1.7,10
4444,11.6,1.1,2
4445,7.0,5.2,1
4446,17.0,6.2,9
4447,4.4,1.6,8
4448,15.7,4.3,7
4449,10.7,7.5,2
4450,7.5,1.8,1
4451,8.9,4.2,7
4452,13.8,4.7,6
4453,7.4,2.7,5
4454,6.5,3.9,7
4455,9.9,1.3,7
4456,12.1,5.1,4
4457,10.3,6.3,9
4458,9.7,6.3,5
4459,7.9,2.2,9
4460,7.0,1.6,1
4461,6.1,2.9,4
4462,5.3,1.3,6
4463,12.5,5.1,8
4464,11.6,2.6,1
4465,8.5,0.7,9
4466,10.2,6.7,9
4467,12.6,2.6,10
4468,13.9,3.3,6
4469,13.0,2.6,9
4470,6.6,0.9,8
4471,5.8,1.6,10
4472,13.0,7.1,3
4473,4.4,1.1,8
4474,10.7,3.9,3
4475,13.9,4.5,2
4476,13.1,2.6,5
4477,13.9,3.8,6
4478,13.0,2.9,9
4479,12.1,5.3,1
4480,5.7,2.4,10
4481,12.9,6.1,3
4482,9.4,1.1,8
4483,16.6,5.0,10
4484,15.7,3.7,2
4485,3.1,1.9,1
4486,9.4,3.8,6
4487,8.5,2.1,8
4488,11.7,1.4,8
4489,10.8,2.5,10
4490,18.0,7.1,2
4491,17.1,5.3,4
4492,8.6,0.4,10
4493,14.9,6.0,5
4494,14.0,4.5,7
4495,13.1,3.4,9
4496,12.2,1.1,2
4497,13.9,0.9,1
4498,13.0,7.0,3
4499,12.1,5.1,6
4500,10.3,2.3,10
4501,9.9,5.6,6
4502,8.9,3.2,2
4503,8.0,2.5,5
4504,11.3,3.4,4
4505,10.4,2.0,6
4506,17.6,5.3,9
4507,11.2,2.7,8
4508,10.3,1.8,10
4509,9.4,1.2,3
4510,11.2,8.6,2
4511,10.3,6.7,4
4512,8.5,2.2,9
4513,7.6,1.5,1
4514,10.9,2.1,1
4515,12.6,6.2,10
4516,11.7,4.6,2
4517,9.9,1.0,7
4518,9.0,0.9,9
4519,9.9,5.4,1
4520,13.2,2.8,10
4521,12.3,1.9,3
4522,11.4,1.2,5
4523,13.1,7.3,4
4524,12.2,5.0,7
4525,11.3,3.4,9
4526,4.9,1.3,8
4527,12.1,4.4,1
4528,16.7,2.3,6
4529,15.4,7.5,4
4530,11.9,1.1,9
4531,9.5,4.4,1
4532,12.7,2.1,1
4533,11.8,4.3,3
4534,10.9,3.0,5
4535,15.8,2.2,4
4536,10.8,1.5,9
4537,14.1,3.7,9
4538,3.6,2.2,1
4539,10.8,6.5,3
4540,9.9,4.7,6
4541,13.2,2.8,5
4542,12.3,1.9,7
4543,5.9,1.7,7
4544,17.2,5.6,6
4545,16.3,4.1,8
4546,5.8,1.7,1
4547,5.0,0.8,3
4548,4.1,2.4,5
4549,15.4,6.5,5
4550,9.0,3.5,4
4551,10.4,5.4,10
4552,19.5,4.4,6
4553,6.4,0.7,1
4554,13.6,8.0,3
4555,7.2,4.9,3
4556,6.3,3.5,5
4557,5.5,2.3,7
4558,4.6,1.4,10
4559,15.9,0.3,9
4560,8.6,2.7,1
4561,7.7,1.5,3
4562,14.9,4.0,5
4563,14.0,2.6,7
4564,7.7,5.4,7
4565,12.7,6.2,6
4566,6.0,2.4,1
4567,5.1,1.4,4
4568,4.5,0.5,10
4569,15.5,3.2,5
4570,9.1,3.3,5
4571,8.2,1.7,7
4572,9.9,4.4,7
4573,9.0,2.8,9
4574,12.4,1.3,8
4575,11.5,2.7,10
4576,18.7,8.2,3
4577,17.8,6.2,5
4578,16.9,4.5,7
4579,10.5,2.6,7
4580,9.6,1.7,9
4581,8.7,2.0,1
4582,10.4,6.5,1
4583,9.5,3.5,3
4584,14.6,2.8,2
4585,13.7,1.4,4
4586,7.3,4.8,3
4587,6.4,3.1,6
4588,5.5,1.9,8
4589,16.8,3.1,7
4590,10.1,1.6,3
4591,15.0,5.7,2
4592,14.2,4.0,4
4593,13.3,2.7,7
4594,14.1,2.1,8
4595,13.2,0.8,1
4596,6.9,3.5,10
4597,11.5,3.1,5
4598,13.2,5.8,5
4599,16.4,3.5,4
4600,15.5,2.4,6
4601,14.7,4.4,9
4602,8.3,1.6,8
4603,15.5,6.7,10
4604,9.1,4.2,10
4605,8.2,3.1,2
4606,11.4,0.4,1
4607,12.8,2.9,7
4608,11.9,3.4,9
4609,11.5,3.3,5
4610,10.6,2.1,8
4611,11.4,2.5,9
4612,4.7,0.9,5
4613,16.0,7.5,5
4614,15.1,5.6,7
4615,8.7,3.2,6
4616,7.8,2.1,8
4617,6.9,1.3,1
4618,8.6,7.4,10
4619,7.7,4.9,2
4620,6.8,3.1,5
4621,10.2,1.3,4
4622,17.4,3.3,6
4623,10.1,5.0,8
4624,14.7,4.5,3
4625,14.1,4.2,9
4626,7.4,1.2,5
4627,14.6,4.2,7
4628,6.1,1.9,3
4629,12.4,3.7,8
4630,11.5,2.2,10
4631,5.1,0.9,9
4632,4.2,2.5,2
4633,8.8,2.3,7
4634,7.9,1.2,9
4635,7.4,1.6,5
4636,8.7,2.7,1
4637,13.7,7.9,10
4638,7.4,5.1,9
4639,5.6,1.3,4
4640,11.9,8.9,8
4641,11.0,6.5,1
4642,7.9,1.6,9
4643,9.2,3.3,5
4644,8.7,2.6,1
4645,13.3,6.7,6
4646,12.4,4.9,9
4647,11.5,3.5,1
4648,5.1,1.5,10
4649,16.5,4.6,10
4650,15.6,6.4,2
4651,9.3,3.2,1
4652,8.4,1.8,4
4653,14.7,3.4,8
4654,13.8,2.1,10
4655,7.4,4.1,10
4656,6.5,2.6,2
4657,5.6,1.5,4
4658,16.9,4.6,4
4659,10.7,2.8,3
4660,9.8,1.9,6
4661,10.6,5.4,7
4662,9.7,3.6,9
4663,12.9,1.7,9
4664,12.0,0.9,1
4665,13.4,3.3,7
4666,12.8,5.8,3
4667,6.1,1.4,9
4668,4.8,1.1,7
4669,12.0,4.0,9
4670,11.1,7.1,1
4671,10.2,5.4,4
4672,13.4,2.0,3
4673,19.7,2.4,8
4674,13.3,1.1,7
4675,12.5,4.7,9
4676,11.6,3.1,2
4677,13.3,5.9,1
4678,12.4,4.3,3
4679,11.5,3.0,6
4680,16.1,7.0,1
4681,9.8,4.2,10
4682,8.9,2.8,3
4683,8.0,1.0,5
4684,7.5,0.5,1
4685,12.2,0.9,7
4686,11.6,2.8,3
4687,6.6,2.9,8
4688,17.9,4.3,7
4689,17.0,2.6,9
4690,16.1,0.9,2
4691,15.2,5.0,4
4692,10.7,5.7,3
4693,13.5,2.4,9
4694,13.0,2.4,4
4695,12.1,3.4,7
4696,13.5,6.1,3
4697,12.9,6.3,8
4698,12.1,3.0,1
4699,13.4,5.9,7
4700,4.8,0.6,2
4701,15.7,2.9,8
4702,5.3,3.8,1
4703,8.5,1.2,10
4704,15.7,5.2,2
4705,14.8,4.0,5
4706,18.9,8.0,6
4707,12.6,5.1,5
4708,11.7,2.4,7
4709,12.5,1.5,9
4710,10.7,5.7,4
4711,9.8,4.4,6
4712,13.1,2.1,5
4713,8.0,1.1,10
4714,7.6,4.2,6
4715,6.7,2.8,9
4716,8.0,5.1,4
4717,16.2,3.7,3
4718,15.3,5.0,5
4719,4.8,3.2,7
4720,9.4,3.1,2
4721,9.0,2.3,8
4722,13.6,3.0,3
4723,12.7,4.1,6
4724,17.6,5.2,5
4725,10.9,1.5,10
4726,5.3,3.7,1
4727,16.6,8.2,1
4728,9.4,2.8,2
4729,14.0,2.4,8
4730,7.7,0.9,7
4731,6.8,1.7,9
4732,8.5,6.0,9
4733,7.6,4.5,1
4734,6.7,1.9,3
4735,17.1,1.4,5
4736,10.8,5.8,4
4737,9.9,3.9,7
4738,9.0,2.7,9
4739,15.3,1.8,4
4740,9.0,6.7,3
4741,8.1,4.7,5
4742,11.3,2.1,5
4743,13.0,5.1,4
4744,6.3,2.2,10
4745,4.9,3.2,8
4746,15.8,5.7,4
4747,15.0,3.9,6
4748,8.6,1.6,6
4749,10.3,4.0,5
4750,9.4,3.0,7
4751,12.7,1.5,7
4752,11.8,2.6,9
4753,10.9,1.1,1
4754,12.7,3.5,1
4755,11.8,2.4,3
4756,10.9,1.7,5
4757,10.0,3.3,7
4758,16.3,5.4,2
4759,7.6,1.5,8
4760,9.0,2.0,4
4761,8.1,1.5,6
4762,19.4,8.5,5
4763,18.5,6.7,8
4764,8.1,3.5,10
4765,11.4,1.5,9
4766,10.5,0.9,2
4767,9.6,2.0,4
4768,14.5,3.4,3
4769,15.3,4.7,4
4770,9.0,2.6,4
4771,8.2,4.9,6
4772,7.3,3.0,8
4773,18.6,5.5,8
4774,17.7,4.0,10
4775,16.8,3.0,2
4776,15.9,2.5,5
4777,4.5,2.3,9
4778,15.8,4.7,9
4779,9.5,2.4,8
4780,10.8,4.7,4
4781,13.2,4.9,6
4782,11.8,3.7,4
4783,13.2,4.0,10
4784,10.0,0.7,8
4785,11.7,7.5,8
4786,5.0,2.9,4
4787,16.3,6.9,3
4788,9.1,3.1,5
4789,9.9,8.7,6
4790,8.1,4.8,1
4791,11.4,2.5,10
4792,10.5,1.6,3
4793,9.6,3.0,9
4794,13.6,2.3,10
4795,12.7,4.4,2
4796,13.6,4.8,4
4797,18.1,4.7,9
4798,11.0,5.2,1
4799,15.0,5.0,2
4800,8.3,0.9,8
4801,8.2,4.3,2
4802,7.8,4.3,8
4803,17.7,4.4,6
4804,5.1,2.5,4
4805,9.7,2.6,10
4806,9.1,2.5,5
4807,8.2,1.7,8
4808,7.3,1.1,10
4809,9.1,6.8,9
4810,8.2,4.5,2
4811,7.3,3.0,4
4812,11.9,6.8,3
4813,15.1,3.8,3
4814,14.2,2.5,5
4815,15.9,4.6,4
4816,15.0,3.7,7
4817,8.7,5.5,6
4818,11.9,2.6,5
4819,11.0,1.5,8
4820,18.2,4.0,10
4821,11.9,1.9,9
4822,11.0,1.3,2
4823,10.1,3.4,4
4824,9.2,2.1,6
4825,16.4,4.8,9
4826,15.5,3.3,1
4827,9.2,1.5,10
4828,12.4,2.7,10
4829,13.2,5.1,1
4830,12.3,3.7,4
4831,13.7,4.5,9
4832,5.1,1.1,5
4833,6.4,1.6,1
4834,9.7,2.1,10
4835,16.9,7.3,3
4836,16.0,5.6,5
4837,12.9,1.4,4
4838,14.6,3.3,3
4839,12.8,3.9,8
4840,11.9,2.6,10
4841,11.0,1.7,2
4842,16.1,5.8,1
4843,17.3,8.3,7
4844,16.4,6.2,9
4845,10.2,3.6,9
4846,9.3,2.4,1
4847,8.4,1.5,3
4848,10.1,3.7,3
4849,9.2,6.3,5
4850,8.3,4.8,7
4851,11.5,1.6,7
4852,10.6,0.7,9
4853,17.8,2.1,1
4854,9.3,1.6,7
4855,4.3,1.7,2
4856,11.5,5.4,5
4857,10.6,3.9,7
4858,13.8,1.1,6
4859,12.9,3.7,9
4860,12.0,2.3,1
4861,19.2,7.3,3
4862,10.6,1.5,9
4863,17.8,4.7,1
4864,11.9,6.2,9
4865,11.0,4.3,1
4866,7.9,1.2,10
4867,9.7,7.5,9
4868,8.8,5.8,2
4869,7.9,3.4,4
4870,7.0,2.9,6
4871,18.3,3.9,6
4872,17.4,3.1,8
4873,16.5,6.2,10
4874,15.6,4.2,2
4875,11.1,3.4,1
4876,13.8,1.6,7
4877,13.4,0.9,3
4878,12.5,3.1,5
4879,11.6,1.9,7
4880,13.3,5.2,7
4881,12.4,4.3,9
4882,10.6,3.8,4
4883,9.7,2.2,6
4884,11.5,5.9,5
4885,10.7,3.4,8
4886,9.8,2.0,10
4887,13.0,0.2,9
4888,13.8,5.5,1
4889,12.9,4.0,3
4890,12.0,3.0,6
4891,5.6,1.2,5
4892,12.8,9.1,7
4893,12.0,7.2,10
4894,11.1,4.1,2
4895,14.3,2.3,1
4896,9.3,1.4,7
4897,8.4,0.6,9
4898,7.9,3.9,5
4899,9.3,5.8,1
4900,8.4,4.1,3
4901,17.5,2.2,9
4902,16.6,1.6,1
4903,11.6,6.0,6
4904,5.2,3.3,6
4905,16.5,6.7,5
4906,15.7,2.6,7
4907,8.4,4.2,9
4908,7.5,2.6,1
4909,12.1,2.3,6
4910,10.7,2.0,5
4911,12.1,2.2,10
4912,11.2,4.7,3
4913,10.6,4.0,9
4914,12.0,6.7,4
4915,11.1,5.2,7
4916,8.0,2.9,5
4917,8.9,4.8,7
4918,8.0,3.2,9
4919,7.1,2.0,2
4920,6.2,1.2,4
4921,5.3,2.2,6
4922,12.5,7.3,9
4923,15.7,4.6,8
4924,14.8,3.3,10
4925,13.9,2.3,3
4926,14.7,6.7,4
4927,14.0,4.6,7
4928,13.4,2.6,2
4929,6.7,1.3,8
4930,5.8,0.6,1
4931,10.7,4.0,9
4932,9.8,2.6,2
4933,8.9,1.6,4
4934,16.1,4.7,6
4935,9.8,3.0,6
4936,8.9,5.1,8
4937,8.0,3.6,10
4938,13.0,2.7,9
4939,17.6,1.6,4
4940,11.2,4.6,4
4941,10.3,2.9,6
4942,9.4,1.6,8
4943,16.6,5.2,10
4944,10.3,3.2,10
4945,15.3,8.8,9
4946,14.4,6.9,1
4947,8.0,4.2,10
4948,7.1,1.6,3
4949,6.2,0.7,5
4950,12.6,7.3,9
4951,11.7,5.2,2
4952,10.8,3.5,4
4953,14.0,1.8,3
4954,8.5,4.5,5
4955,7.6,3.1,7
4956,12.2,2.9,2
4957,5.8,1.2,1
4958,10.8,3.8,10
4959,9.9,2.3,3
4960,9.0,1.2,5
4961,10.7,3.5,4
4962,15.3,2.6,9
4963,8.0,3.2,1
4964,12.6,3.0,6
4965,14.3,6.1,6
4966,13.6,4.6,8
4967,12.7,3.5,10
4968,9.5,1.3,9
4969,16.7,4.9,1
4970,3.1,0.6,2
4971,10.3,7.8,5
4972,9.4,5.8,7
4973,8.5,4.1,9
4974,7.6,2.9,2
4975,6.8,2.0,4
4976,17.2,7.3,6
4977,16.3,5.7,8
4978,15.4,3.1,10
4979,14.9,1.5,6
4980,14.0,5.4,8
4981,13.1,3.7,1
4982,12.2,2.3,3
4983,11.3,1.3,5
4984,13.1,3.5,5
4985,12.2,6.6,7
4986,11.3,4.9,9
4987,10.4,3.4,1
4988,4.1,1.3,1
4989,15.4,2.1,10
4990,14.5,1.0,3
4991,8.1,2.9,2
4992,9.5,5.4,8
4993,8.1,3.3,6
4994,19.0,4.4,2
4995,12.6,2.6,1
4996,11.8,5.3,3
4997,10.9,3.6,6
4998,15.9,4.9,4
4999,15.0,3.6,7
5000,8.6,0.5,6
5001,7.7,1.6,8
5002,9.9,5.5,6
5003,11.0,0.9,2
5004,12.2,2.2,8
5005,11.3,1.7,10
5006,10.9,4.2,6
5007,12.3,6.8,2
5008,11.4,3.7,4
5009,14.6,2.5,3
5010,4.1,1.0,6
5011,3.2,1.8,8
5012,14.5,5.6,7
5013,12.7,2.1,2
5014,12.3,1.7,8
5015,12.7,7.1,6
5016,5.5,2.9,8
5017,16.8,5.4,7
5018,15.0,6.9,2
5019,14.1,4.9,4
5020,13.6,3.6,10
5021,12.7,2.1,2
5022,14.1,5.1,8
5023,7.7,3.0,7
5024,6.8,4.5,9
5025,10.1,1.9,9
5026,17.3,5.7,1
5027,16.4,4.2,3
5028,3.6,1.1,2
5029,10.9,8.7,5
5030,7.3,1.2,10
5031,5.9,0.4,8
5032,13.1,8.4,10
5033,12.2,6.1,2
5034,16.8,6.2,8
5035,9.6,1.3,9
5036,8.7,0.8,2
5037,8.2,3.3,8
5038,12.8,2.9,3
5039,11.9,2.0,5
5040,11.0,0.4,7
5041,18.2,8.6,10
5042,9.7,1.4,5
5043,10.9,3.5,1
5044,16.0,3.3,10
5045,9.6,1.7,9
5046,8.7,3.6,2
5047,7.8,2.2,4
5048,9.5,5.9,3
5049,8.6,4.4,6
5050,7.7,3.2,8
5051,11.0,1.6,7
5052,5.9,2.9,3
5053,5.0,1.4,5
5054,16.5,4.1,4
5055,15.6,2.6,7
5056,14.7,1.8,9
5057,13.8,3.7,1
5058,15.5,8.0,1
5059,14.6,6.4,3
5060,12.8,2.1,7
5061,6.4,0.8,7
5062,12.8,7.1,1
5063,16.0,4.3,1
5064,11.4,2.4,10
5065,10.5,1.1,2
5066,9.6,5.4,4
5067,8.7,3.8,6
5068,7.8,2.6,9
5069,14.1,1.3,3
5070,5.5,2.4,9
5071,12.7,7.6,2
5072,11.8,6.0,4
5073,11.0,3.1,6
5074,10.1,2.5,8
5075,9.2,4.6,1
5076,14.2,4.7,10
5077,7.4,1.6,5
5078,6.9,1.6,1
5079,6.0,2.5,3
5080,11.4,3.1,10
5081,8.4,1.1,9
5082,3.4,1.9,4
5083,10.6,7.3,7
5084,13.8,4.4,6
5085,12.9,3.4,8
5086,6.5,1.5,8
5087,12.8,6.9,2
5088,6.4,3.9,2
5089,4.6,1.8,6
5090,3.8,1.1,9
5091,15.2,7.0,8
5092,8.8,3.6,7
5093,13.4,3.3,3
5094,14.2,4.4,4
5095,12.4,5.7,9
5096,17.4,5.1,8
5097,16.5,3.6,10
5098,10.1,1.6,9
5099,9.3,4.3,2
5100,2.9,1.5,1
5101,13.8,4.1,7
5102,13.0,2.2,9
5103,14.7,4.3,8
5104,10.7,2.1,10
5105,11.5,4.6,1
5106,10.6,3.4,4
5107,4.2,1.3,3
5108,8.8,0.6,8
5109,10.6,7.2,8
5110,9.7,5.3,10
5111,12.9,2.8,9
5112,12.1,1.9,1
5113,12.9,7.3,3
5114,6.1,2.2,9
5115,11.1,3.4,8
5116,10.2,2.3,10
5117,11.0,3.6,2
5118,15.6,7.2,7
5119,15.2,7.5,3
5120,8.3,2.8,9
5121,7.5,1.9,1
5122,7.0,4.5,7
5123,6.1,3.0,9
5124,5.2,1.8,1
5125,9.8,1.3,7
5126,17.0,4.2,9
5127,15.7,7.7,7
5128,13.9,4.9,2
5129,7.5,2.7,1
5130,6.6,0.4,3
5131,17.9,7.5,3
5132,17.0,5.4,5
5133,16.1,4.0,7
5134,9.8,1.9,7
5135,10.2,1.3,5
5136,9.7,5.1,1
5137,10.2,6.0,9
5138,7.1,1.6,8
5139,18.4,3.4,7
5140,11.2,3.8,9
5141,10.3,1.9,1
5142,11.1,2.5,3
5143,10.2,6.2,5
5144,11.6,8.8,1
5145,12.5,1.9,7
5146,10.2,6.9,9
5147,8.4,2.1,3
5148,6.6,3.9,8
5149,5.7,1.9,10
5150,4.9,1.5,3
5151,16.2,2.5,2
5152,15.3,6.3,4
5153,9.7,5.4,5
5154,13.0,3.1,5
5155,13.9,9.3,6
5156,7.1,4.1,2
5157,6.2,2.6,5
5158,16.7,4.9,6
5159,15.8,3.5,9
5160,15.2,6.9,4
5161,14.3,4.4,7
5162,13.4,3.0,9
5163,12.6,2.0,1
5164,11.7,1.3,4
5165,19.0,9.4,6
5166,12.6,6.2,5
5167,6.2,3.4,5
5168,5.3,1.5,7
5169,4.4,0.8,9
5170,9.0,1.1,4
5171,8.5,2.7,10
5172,13.1,2.0,6
5173,12.2,1.1,8
5174,13.9,2.4,7
5175,8.9,8.0,2
5176,12.2,4.9,2
5177,11.3,3.1,4
5178,10.4,1.9,6
5179,12.1,2.9,6
5180,15.3,1.1,5
5181,14.4,4.3,7
5182,9.8,4.9,6
5183,3.1,1.8,2
5184,10.3,6.4,4
5185,11.3,1.1,10
5186,12.6,0.7,6
5187,16.7,4.3,7
5188,11.7,3.5,2
5189,5.3,1.8,2
5190,8.6,1.6,1
5191,15.8,6.9,3
5192,14.9,5.7,6
5193,14.0,4.3,8
5194,7.6,1.7,7
5195,6.7,0.3,10
5196,13.9,8.3,2
5197,13.0,5.9,4
5198,12.6,6.4,10
5199,11.7,2.3,2
5200,10.8,1.6,5
5201,15.4,6.3,10
5202,9.0,3.6,9
5203,8.9,1.8,3
5204,8.0,6.1,6
5205,11.3,3.0,5
5206,17.7,4.5,10
5207,4.9,2.1,8
5208,15.3,6.1,10
5209,14.4,4.3,2
5210,13.5,3.2,5
5211,12.7,2.4,7
5212,11.8,3.3,9
5213,10.9,2.0,1
5214,18.1,5.6,4
5215,17.2,3.6,6
5216,10.9,1.8,5
5217,10.0,0.9,8
5218,8.6,3.2,6
5219,7.7,1.3,8
5220,12.3,1.6,3
5221,14.0,2.5,3
5222,7.6,5.3,2
5223,12.2,5.0,7
5224,5.8,2.6,7
5225,5.0,0.8,9
5226,12.2,1.7,1
5227,15.4,6.3,1
5228,14.5,4.3,3
5229,8.2,2.0,2
5230,15.4,5.4,5
5231,9.0,4.0,4
5232,11.9,0.9,10
5233,10.4,1.4,8
5234,17.6,5.6,10
5235,16.8,5.1,3
5236,15.9,3.8,5
5237,15.0,5.0,7
5238,14.2,3.2,10
5239,3.7,1.8,2
5240,8.6,2.4,1
5241,11.8,1.2,10
5242,19.0,9.2,2
5243,18.1,7.0,5
5244,11.7,4.6,4
5245,10.9,2.2,6
5246,10.1,2.0,9
5247,11.8,2.3,8
5248,10.9,6.6,10
5249,10.0,4.5,3
5250,13.2,2.8,2
5251,12.3,1.1,4
5252,19.5,2.9,7
5253,18.6,7.9,9
5254,12.2,4.7,8
5255,5.9,2.1,8
5256,5.0,1.2,10
5257,12.2,4.7,2
5258,11.4,3.5,5
5259,14.6,4.3,4
5260,9.6,4.3,9
5261,3.2,1.3,9
5262,14.5,4.5,8
5263,13.6,1.9,10
5264,12.7,5.3,3
5265,6.4,2.2,2
5266,13.6,7.0,4
5267,16.8,3.8,4
5268,15.9,2.8,6
5269,5.5,2.1,8
5270,15.9,7.6,10
5271,15.0,5.9,2
5272,13.2,1.3,7
5273,14.1,8.2,8
5274,7.7,5.0,8
5275,6.8,3.4,10
5276,10.0,1.0,9
5277,5.0,1.2,5
5278,16.4,8.4,4
5279,10.1,5.0,3
5280,9.2,3.7,6
5281,8.3,2.4,8
5282,7.4,1.5,10
5283,13.7,7.0,5
5284,10.5,1.6,4
5285,11.9,3.2,10
5286,16.8,3.1,8
5287,15.9,7.0,1
5288,9.7,3.9,10
5289,14.1,3.5,5
5290,13.4,2.4,7
5291,12.8,2.7,3
5292,11.9,3.5,6
5293,13.3,6.2,1
5294,12.7,4.9,7
5295,11.8,3.2,10
5296,4.6,0.8,1
5297,11.8,8.6,4
5298,14.2,4.0,5
5299,13.3,2.8,8
5300,14.7,4.2,3
5301,14.1,8.7,9
5302,7.4,3.5,5
5303,6.5,2.2,7
5304,6.0,1.8,3
5305,16.9,2.9,9
5306,6.4,1.6,1
5307,9.7,0.6,1
5308,16.9,8.6,3
5309,10.5,5.4,2
5310,9.6,3.7,5
5311,8.7,2.5,7
5312,13.7,2.9,6
5313,12.8,5.5,8
5314,7.8,5.1,3
5315,11.1,2.8,3
5316,17.4,1.3,7
5317,8.7,2.1,3
5318,10.1,4.3,9
5319,9.2,2.8,1
5320,10.1,3.5,3
5321,12.5,4.3,5
5322,11.6,2.8,7
5323,16.5,4.1,6
5324,10.1,0.7,5
5325,5.1,3.7,10
5326,4.2,2.1,3
5327,15.5,5.3,2
5328,14.6,3.6,4
5329,8.4,1.8,4
5330,13.0,1.3,9
5331,6.6,1.7,8
5332,8.3,5.9,8
5333,12.9,5.2,3
5334,6.5,3.1,2
5335,9.7,1.3,2
5336,11.4,3.9,1
5337,11.9,8.2,9
5338,3.4,1.4,5
5339,14.2,2.7,1
5340,13.4,1.4,3
5341,15.1,2.5,2
5342,14.3,8.0,5
5343,13.4,6.0,7
5344,12.8,5.3,3
5345,6.1,2.1,9
5346,17.4,4.6,8
5347,16.5,3.4,10
5348,15.6,5.9,3
5349,9.3,3.2,2
5350,8.4,1.3,4
5351,15.6,3.3,7
5352,9.2,1.6,6
5353,12.5,4.1,5
5354,7.5,3.5,1
5355,10.7,1.3,10
5356,6.1,2.4,9
5357,5.2,1.5,1
5358,15.6,6.4,3
5359,14.7,4.8,5
5360,9.7,4.5,10
5361,8.8,1.8,3
5362,7.9,4.1,5
5363,7.5,4.0,1
5364,6.6,2.6,3
5365,5.7,1.5,5
5366,17.0,3.3,5
5367,16.1,7.0,7
5368,15.2,5.2,9
5369,14.3,3.7,2
5370,13.4,2.6,4
5371,12.5,1.6,6
5372,14.2,0.5,6
5373,13.3,5.8,8
5374,18.4,5.7,7
5375,17.5,3.8,9
5376,16.6,2.5,1
5377,10.2,4.3,1
5378,9.3,2.8,3
5379,8.4,1.5,5
5380,10.2,5.0,5
5381,9.3,3.7,7
5382,8.4,2.7,9
5383,11.7,2.3,9
5384,18.9,6.9,1
5385,11.6,2.5,3
5386,10.7,1.4,5
5387,12.1,2.9,1
5388,10.7,5.4,9
5389,3.9,1.8,5
5390,13.0,2.0,1
5391,12.1,1.2,3
5392,7.1,2.2,8
5393,8.8,6.8,7
5394,8.0,4.7,10
5395,7.1,3.6,2
5396,10.3,0.9,1
5397,12.0,1.6,1
5398,11.2,6.2,3
5399,15.7,5.5,8
5400,14.8,4.1,1
5401,14.3,3.4,6
5402,8.4,5.1,4
5403,6.6,2.4,9
5404,6.2,0.9,4
5405,16.2,6.2,3
5406,15.7,5.4,8
5407,14.8,3.7,1
5408,9.8,2.8,6
5409,6.6,1.8,5
5410,13.8,7.1,7
5411,12.9,5.6,9
5412,12.2,2.2,2
5413,5.8,2.4,1
5414,4.9,2.5,3
5415,12.1,7.9,6
5416,15.3,4.4,5
5417,14.4,3.7,7
5418,8.0,1.3,7
5419,7.1,0.6,9
5420,14.3,7.7,1
5421,13.4,5.6,4
5422,7.1,3.4,3
5423,6.3,2.1,5
5424,5.4,1.3,8
5425,16.7,7.8,7
5426,15.8,5.4,9
5427,9.4,2.6,9
5428,8.5,1.4,1
5429,13.1,1.7,6
5430,14.8,3.7,5
5431,7.6,4.0,7
5432,6.7,2.0,9
5433,5.8,1.1,2
5434,16.3,2.1,3
5435,9.9,3.4,3
5436,9.0,2.1,5
5437,4.0,1.5,10
5438,9.0,1.3,9
5439,13.6,5.6,4
5440,7.2,2.7,4
5441,12.1,3.5,2
5442,13.5,3.8,8
5443,4.9,1.0,4
5444,12.1,8.3,6
5445,15.8,5.7,4
5446,14.9,4.6,6
5447,19.9,9.5,5
5448,13.5,5.8,4
5449,8.5,5.0,10
