No,íÁëÃâÑí∑,íÁëÃïù,ç∂âEï«ëÃçÇÇ≥,ñÓî¬ÇÃëSí∑,ç™ì¸ÇÍê[Ç≥,íÜãlìyìVí[çÇÇ≥,íÁäOãÊä‘ínï\ñ ,íÁì‡ãÊä‘ínï\ñ ,à¯í£çﬁä‘äu,à¯í£çﬁà íu,ç›óàínî’èdó ,ç›óàínî’ãÊï™,ç›óàínî’Níl,ç›óàínî’ñÄéCäp,ç›óàínî’îSíÖóÕ,ç›óàínî’ïœå`åWêî,íÜãlÇﬂèdó ,íÜãlÇﬂãÊï™,íÜãlÇﬂNíl,íÜãlÇﬂñÄéCäp,íÜãlÇﬂîSíÖóÕ,ñÓî¬å^,ñÓî¬çﬁóø,à¯í£çﬁíºåa,à¯í£çﬁçﬁóøî‘çÜ,ï†ãNÇµçﬁéø,ï†ãNÇµî‘çÜ,íÁäOë§êÖà _èÌéû,íÁì‡ë§êÖà _èÌéû,íÁäOë§êÖà _ínêkéû,íÁì‡ë§êÖà _ínêkéû, êkìx
25220,26,8.5,7.8,15.2,7.4,7.7,0,2.9,0.8,5.7,18, _Sandy,18,16,267,92400,15, _Sandy,49,45,176,3, _SY295,55,1,0,3,6.6,0.3,5.3,0.9,0.2
25221,30,9.7,5.1,8.9,3.8,5,0,2.1,1.6,3.4,12, _Sandy,29,30,5,32600,15, _Clay,9,38,177,4, _SY390,70,0,0,3,3.3,0.7,2.2,0.6,0.5
25222,15,12.1,6.9,9.3,2.4,6.8,2.6,0,0.8,3.6,13, _Sandy,12,44,35,91800,17, _Sandy,8,44,54,5, _SY295,28,1,1,1,4,0,6.3,0,0.5
25223,19,13.4,4.2,12.6,8.4,4.1,1.6,0,1.6,1.9,18, _Sandy,22,13,74,31900,17, _Sandy,19,37,55,5, _SY390,43,1,1,10,4.1,0,2.7,0,0.3
25224,23,1.5,9.6,14.3,4.7,9.5,0,0.3,0.8,8.3,12, _Clay,33,27,112,171100,18, _Clay,31,30,56,3, _SY295,59,1,1,10,6.2,0.2,0.3,0.2,0.5
25225,14,11.9,8.4,13.4,5,8.3,0,0.6,0.8,5.9,15, _Clay,17,41,247,150900,15, _Sandy,38,42,116,3, _SY390,55,0,0,2,0.9,0.4,8.3,0.4,0.2
25226,18,13.1,5.7,7,1.3,5.6,0,0.6,1.6,3.2,20, _Sandy,27,10,286,91000,15, _Sandy,49,35,117,4, _SY295,71,1,1,1,4.1,0,3.4,0.3,0.4
25227,29,10.4,4.5,6.1,1.6,4.4,0,0.6,0.8,1.9,13, _Sandy,12,24,121,70900,13, _Clay,5,2,176,5, _SY295,68,0,0,4,1,0,2.6,0.3,0.1
25228,20,7.6,3.3,5.2,1.9,3.2,0,0.6,1.6,1.1,16, _Clay,47,38,257,50700,11, _Sandy,12,15,236,5, _SY390,64,1,1,6,1.9,0.1,1.9,0.2,0.2
25229,24,8.9,8.7,16.5,7.8,8.6,0,2,0.8,2.2,20, _Sandy,6,7,295,189800,11, _Clay,24,7,237,3, _SY295,80,1,1,5,3.1,0.9,2.5,0.6,0.5
25230,15,6.2,7.5,15.6,8.1,7.4,0,2,1.6,6.2,14, _Sandy,42,21,131,169700,18, _Clay,31,20,297,3, _SY390,76,1,0,7,5.1,1.2,2.3,0.3,0.1
25231,19,7.4,4.9,9.4,4.5,4.8,0,1.5,0.8,3.5,18, _Clay,1,35,169,109800,19, _Sandy,42,12,298,4, _SY295,26,1,0,7,2.2,1.2,3.6,0.2,0.4
25232,30,4.7,3.7,8.5,4.8,3.6,0,1.2,0.8,2.3,11, _Clay,36,4,5,89600,16, _Clay,49,25,57,5, _SY390,88,0,0,9,2.8,1.1,2.7,0,0.5
25233,29,11,4,13.1,9.1,3.9,0.6,0,1.6,1.5,14, _Clay,46,18,238,109200,11, _Clay,1,11,175,3, _SY295,65,0,0,4,3.3,0,0.6,0,0.2
25255,30,7.4,2.4,11.7,9.3,2.3,0,0.8,0.8,2,12, _Clay,6,38,217,63900,18, _Sandy,5,40,178,5, _SY390,84,1,1,3,2.1,0.5,2,0.1,0.3
25259,19,4.4,2.7,5.3,2.6,2.6,0,0,1.6,0.8,17, _Clay,47,4,265,102800,13, _Clay,42,5,299,4, _SY390,43,0,1,7,2.5,0,2.3,0,0.1
25261,22,12.1,8.4,11.6,3.2,8.3,1.8,0,1.6,7.6,14, _Sandy,15,32,236,62500,18, _Clay,5,30,119,5, _SY295,35,0,0,1,6.7,0,7.4,0,0.4
25269,20,12.5,9.4,13,3.6,9.3,3.4,0,1.6,5.3,17, _Sandy,4,23,265,159900,15, _Clay,31,36,179,5, _SY295,60,0,1,3,4.4,0,5.9,0,0.2
25279,24,8.7,5.3,6.2,0.9,5.2,1.2,0,1.6,2,11, _Clay,22,10,3,157100,17, _Sandy,31,15,60,3, _SY390,27,1,1,9,1.4,0,3.4,0,0.5
25282,10,4.4,8.3,15.7,7.4,8.2,3.8,0,0.8,6.5,12, _Clay,1,7,13,56900,12, _Sandy,5,33,180,5, _SY295,35,1,0,3,6.1,0,4,0,0.5
25290,17,7.6,2.4,9.9,7.5,2.3,0,0,1.6,0.6,11, _Sandy,5,29,206,174400,11, _Clay,23,27,181,4, _SY390,64,0,0,3,1.2,0,1.5,0,0.1
25295,12,7,4.5,13.6,9.1,4.4,0.2,0,1.6,1.5,18, _Clay,28,9,284,73600,19, _Clay,8,44,179,5, _SY295,45,0,0,4,2.6,0,2.6,0,0.5
25302,25,11.6,2.5,5.4,2.9,2.4,1.1,0,0.8,1.5,20, _Clay,38,3,3,72200,20, _Clay,8,33,119,5, _SY390,62,1,1,2,1.8,0,1.9,0,0.1
25316,24,6.4,2.6,9.1,6.5,2.5,1.1,0,0.8,2,11, _Clay,0,18,215,188400,19, _Clay,27,17,61,5, _SY390,41,1,0,10,1.7,0,1.5,0,0.3
25328,25,7.8,2.4,8.1,5.7,2.3,0.5,0,1.6,1.3,20, _Sandy,3,20,195,86000,14, _Sandy,42,15,184,3, _SY390,44,0,1,2,0.9,0,1.5,0,0.4
25337,10,4.2,4.9,5.4,0.5,4.8,2.3,0,1.6,4.2,12, _Sandy,16,11,21,24100,18, _Clay,12,41,3,3, _SY390,49,0,0,7,3.3,0,3.6,0,0.5
25342,24,2.5,2.5,11.8,9.3,2.4,0.5,0,1.6,2.1,11, _Clay,16,36,107,3200,14, _Sandy,9,44,125,5, _SY390,89,0,1,10,0.8,0,0.8,0,0.5
25344,30,4.9,4.3,12.3,8,4.2,0.1,0,0.8,3,13, _Sandy,50,5,137,62400,16, _Clay,8,5,2,4, _SY295,46,0,0,8,0.5,0,4.2,0,0.1
25351,26,10.8,7.7,15.4,7.7,7.6,3.6,0,0.8,5.5,19, _Sandy,19,12,195,1200,17, _Sandy,19,32,243,5, _SY295,78,0,1,5,6.4,0,6.1,0,0.5
25353,13,13.3,2.3,12.3,10,2.2,1,0,0.8,1.3,18, _Clay,39,40,271,80400,18, _Clay,42,18,245,5, _SY295,44,1,1,4,2.2,0,1.9,0,0.4
25355,15,7.8,8,9,1,7.9,1.5,0,0.8,6.4,14, _Sandy,8,23,243,40100,13, _Clay,5,42,64,4, _SY295,36,1,0,9,6.8,0,6,0,0.3
25360,27,12.2,7.5,14.5,7,7.4,1.7,0,1.6,3,18, _Clay,22,14,174,97800,12, _Clay,35,30,66,3, _SY295,81,0,0,8,4.4,0,6.7,0,0.1
25363,20,4,3.9,11.8,7.9,3.8,0.2,0,0.8,2.4,18, _Sandy,26,11,281,37300,15, _Clay,5,21,245,5, _SY295,70,0,0,4,2.7,0,3.1,0,0.1
25367,29,7.4,4.6,10.1,5.5,4.5,0,0,0.8,3.2,15, _Clay,25,36,262,95800,15, _Clay,45,18,184,3, _SY390,70,1,1,3,4.5,0,1.3,0,0.5
25370,18,4.4,4.9,13.2,8.3,4.8,1,0,0.8,1.3,11, _Clay,15,2,10,134700,11, _Sandy,30,28,6,5, _SY295,28,0,1,6,1.4,0,2.5,0,0.3
25382,24,8,8.1,16.9,8.8,8,3.3,0,0.8,3.5,13, _Clay,6,14,231,150600,16, _Sandy,23,29,67,3, _SY295,82,1,1,8,5.8,0,6,0,0.1
25400,20,8.8,10,19.6,9.6,9.9,2.2,0,0.8,8.2,19, _Sandy,34,41,289,146400,19, _Clay,23,43,188,5, _SY295,66,1,0,2,4.9,0,7.8,0,0.5
25411,20,3.8,8.6,9.6,1,8.5,0.8,0,1.6,7,18, _Clay,42,14,289,4500,20, _Sandy,12,29,68,3, _SY390,83,1,0,8,5.3,0,2.9,0,0.1
25437,26,2.3,2.2,4.7,2.5,2.1,0,0.2,1.6,1.6,20, _Sandy,42,45,211,77600,17, _Sandy,45,17,9,5, _SY295,88,0,0,7,0.6,0,2.1,0,0.4
25456,25,10.7,9.9,13.8,3.9,9.8,0,4,0.8,5.5,12, _Clay,38,10,239,33000,15, _Sandy,8,10,250,5, _SY295,64,0,1,5,9.1,0.6,4.6,0.7,0.2
25463,17,8.8,9.1,14.7,5.6,9,0.1,0,1.6,7.6,14, _Clay,42,32,238,71200,19, _Sandy,34,11,133,3, _SY390,66,0,1,9,3.2,0,7.9,0,0.4
25483,20,5.4,6,9.3,3.3,5.9,0.2,0,1.6,1,20, _Clay,49,10,5,165800,17, _Clay,9,42,75,4, _SY295,58,0,1,7,3.9,0,3.4,0,0.4
25487,11,3.5,2.7,11.2,8.5,2.6,0,0.5,1.6,1.3,12, _Clay,11,21,45,124800,15, _Sandy,33,20,72,5, _SY295,89,0,1,9,0.5,0,2.5,0.2,0.5
25495,15,12,8.8,9.8,1,8.7,0.1,0,1.6,6.7,17, _Clay,0,12,179,142800,16, _Sandy,16,33,15,3, _SY390,87,0,0,5,8.2,0,5.7,0,0.3
25529,30,8.1,2.2,5.3,3.1,2.1,0,0.1,1.6,1.8,15, _Clay,24,3,265,94100,17, _Clay,30,40,76,3, _SY390,47,0,0,7,0.9,0,2,0,0.1
25534,18,11.5,2.8,3.5,0.7,2.7,0,0.7,1.6,1,13, _Sandy,22,27,246,152600,18, _Clay,19,37,16,3, _SY295,48,1,1,6,2.1,0,1.5,0.6,0.5
25544,22,7.7,6.8,14.4,7.6,6.7,0,1.7,0.8,6.2,17, _Clay,41,15,284,149800,19, _Clay,19,16,196,4, _SY295,81,0,1,2,4.6,1.3,4.4,1,0.3
25552,20,8.1,7.8,15.8,8,7.7,0,0.8,0.8,3.2,19, _Clay,29,6,13,48200,16, _Sandy,44,22,257,4, _SY295,40,0,1,4,7.7,0.1,1.5,0.4,0.5
25576,11,8.1,5.3,8.6,3.3,5.2,1.4,0,0.8,3.9,13, _Clay,34,9,60,2200,14, _Sandy,8,5,138,5, _SY390,33,0,1,10,3.6,0,2.5,0,0.5
25582,16,3.7,9.9,12.7,2.8,9.8,0,3.6,1.6,7.4,16, _Sandy,18,3,282,160100,18, _Sandy,12,20,19,5, _SY390,69,0,1,5,8.3,0,9.4,0.4,0.2
25587,17,11.1,9,14.9,5.9,8.9,0,0.6,1.6,6.7,15, _Clay,43,28,166,178900,11, _Sandy,5,42,200,5, _SY390,89,0,1,1,3,0.4,8.9,0.3,0.1
25599,29,3.3,6.4,13.6,7.2,6.3,2.6,0,0.8,4.7,18, _Sandy,35,15,1,16800,20, _Clay,1,41,139,4, _SY295,37,0,0,10,6.1,0,4.5,0,0.4
25602,14,12.1,9.4,13.6,4.2,9.3,1.2,0,0.8,1.7,19, _Sandy,14,12,11,115600,16, _Clay,26,13,260,3, _SY390,45,0,1,4,4.4,0,1.5,0,0.4
25604,30,10.7,5.6,6.4,0.8,5.5,0,1.3,0.8,4.1,16, _Clay,9,40,185,35600,14, _Sandy,44,18,20,4, _SY295,57,0,0,5,3.2,0.3,3.8,0.8,0.3
25607,12,11.7,4.4,13.6,9.2,4.3,0,1.8,1.6,2,12, _Clay,24,6,136,34800,12, _Clay,34,9,83,5, _SY295,35,0,1,6,3.9,0,2.4,0.7,0.2
25621,23,3.7,3.3,6.8,3.5,3.2,0,0,0.8,1.1,17, _Sandy,21,36,184,130800,20, _Sandy,9,5,84,3, _SY390,76,1,0,6,0.5,0,2.9,0,0.1
25626,18,3,5.5,10.5,5,5.4,2.6,0,1.6,3.8,14, _Sandy,45,16,262,30000,17, _Clay,44,22,82,3, _SY295,58,1,0,7,3.2,0,4.9,0,0.4
25652,24,1.6,7.2,13.7,6.5,7.1,0.3,0,1.6,3.1,15, _Clay,45,2,183,103000,14, _Clay,26,9,23,5, _SY390,63,0,0,5,6.3,0,3.9,0,0.3
25655,30,10.4,2.1,5.5,3.4,2,0.5,0,1.6,1.6,16, _Clay,24,44,193,2800,19, _Clay,0,26,143,4, _SY390,71,1,0,9,1,0,0.5,0,0.3
25663,21,1.7,9.7,19.2,9.5,9.6,3,0,1.6,5,20, _Sandy,38,34,124,60500,19, _Sandy,30,14,145,3, _SY390,49,0,0,8,9.6,0,4.4,0,0.1
25675,20,9.6,9.8,13.2,3.4,9.7,2.8,0,1.6,8.2,12, _Sandy,0,5,37,176700,18, _Clay,48,43,86,3, _SY390,28,0,0,6,9.3,0,8.8,0,0.3
25676,11,6.8,8.6,12.3,3.7,8.5,3.3,0,0.8,6.4,15, _Clay,36,19,172,156500,16, _Sandy,5,10,146,3, _SY295,25,1,1,8,5.1,0,7.7,0,0.5
25684,30,7.2,9.6,13.7,4.1,9.5,0.5,0,0.8,0.7,18, _Sandy,24,10,201,54900,12, _Clay,30,17,207,3, _SY295,50,1,0,10,7.4,0,4.3,0,0.2
25687,15,3,4.5,5.5,1,4.4,1.2,0,0.8,2.7,19, _Sandy,3,7,210,153700,18, _Clay,5,34,27,5, _SY390,58,0,1,4,1.9,0,4.3,0,0.3
25693,14,3.7,4,12.5,8.5,3.9,1.2,0,1.6,2.2,20, _Sandy,37,45,27,192000,16, _Clay,0,43,26,3, _SY390,55,0,1,5,3.8,0,2.3,0,0.4
25695,30,2.2,8.2,13.3,5.1,8.1,3.4,0,1.6,3.7,17, _Clay,32,28,201,112000,14, _Sandy,19,3,86,4, _SY295,67,0,0,7,8.1,0,8,0,0.3
25705,15,5.1,3.8,11.6,7.8,3.7,0.2,0,1.6,0.7,19, _Clay,40,2,6,89600,11, _Sandy,16,41,149,4, _SY295,57,0,0,7,2.7,0,2.6,0,0.4
25707,10,3.6,8,12.4,4.4,7.9,0,1.4,0.8,6.1,16, _Sandy,35,30,180,9600,18, _Sandy,34,1,209,5, _SY295,69,0,1,9,6.4,0.3,2.8,0.7,0.3
25716,29,4,9,13.8,4.8,8.9,2.9,0,0.8,3.8,19, _Sandy,23,21,209,107000,15, _Sandy,9,7,270,5, _SY295,28,0,1,1,4,0,7.7,0,0.1
25721,24,3.4,3,9.3,6.3,2.9,1,0,0.8,1.5,16, _Sandy,47,1,287,6200,13, _Sandy,44,24,268,5, _SY295,76,0,1,2,1.4,0,2.4,0,0.4
25732,29,12.7,7,10.6,3.6,6.9,1.7,0,1.6,2.2,19, _Clay,14,33,25,3400,14, _Sandy,44,3,149,4, _SY390,43,0,1,8,2.2,0,6,0,0.2
25734,10,7.2,4.6,8.8,4.2,4.5,2.1,0,0.8,3.7,16, _Sandy,34,16,296,162100,20, _Clay,7,27,268,5, _SY390,35,1,1,3,4.4,0,4,0,0.1
25742,14,2.5,2.6,8.9,6.3,2.5,0.9,0,0.8,1.2,11, _Clay,23,7,131,180000,11, _Sandy,41,40,211,4, _SY295,33,1,1,9,2.3,0,1.7,0,0.4
25745,21,11.4,5.7,8.9,3.2,5.6,0.7,0,1.6,3.6,12, _Clay,2,4,140,79800,17, _Sandy,16,12,31,3, _SY390,41,0,1,3,2.1,0,0.9,0,0.5
25749,21,12.3,3.6,11.7,8.1,3.5,0.2,0,1.6,0.4,11, _Sandy,31,1,44,59100,17, _Sandy,33,24,269,5, _SY295,77,0,0,3,1.1,0,1.6,0,0.5
25752,24,13.3,2.4,9.4,7,2.3,0.4,0,1.6,1.1,17, _Clay,47,12,295,58300,15, _Clay,23,14,31,4, _SY390,54,0,1,3,1.6,0,0.5,0,0.3
25758,16,4.9,8.5,9.3,0.8,8.4,0.9,0,0.8,3,19, _Clay,5,5,14,56900,16, _Clay,23,4,272,5, _SY390,71,0,0,1,5.3,0,1.9,0,0.4
25760,18,12.5,6.1,7.5,1.4,6,1.9,0,0.8,5.4,15, _Sandy,25,33,285,16500,11, _Clay,37,28,91,3, _SY390,63,0,1,6,3.6,0,2.3,0,0.3
25766,14,5.3,9.4,10.6,1.2,9.3,2.4,0,0.8,6.9,12, _Sandy,44,41,43,154300,13, _Sandy,48,11,32,4, _SY390,30,0,0,3,2.4,0,7.4,0,0.2
25769,24,8.9,8.5,14.3,5.8,8.4,0,1.6,1.6,3.5,17, _Sandy,38,24,111,153700,15, _Clay,7,10,210,3, _SY390,69,1,1,1,5.5,1,2.2,0.3,0.5
25802,29,1.5,2.8,6.2,3.4,2.7,0.2,0,0.8,2.2,20, _Sandy,16,32,129,105500,13, _Clay,11,17,94,4, _SY390,56,0,0,5,1.4,0,2.7,0,0.4
25803,20,11.8,9.8,13.5,3.7,9.7,0,1.6,1.6,7,13, _Sandy,1,1,265,85400,11, _Clay,19,30,153,4, _SY295,52,1,1,8,8.7,0.4,9.6,0.3,0.1
25820,16,12.7,3.6,8.1,4.5,3.5,0,1.3,1.6,2.3,19, _Clay,28,27,22,81200,13, _Sandy,19,43,274,3, _SY295,36,1,0,2,2.9,0,1.6,0.3,0.5
25824,25,3,4.2,6.2,2,4.1,0,0.2,1.6,2.3,16, _Clay,27,7,3,139700,14, _Sandy,7,40,214,4, _SY295,37,0,1,10,4.1,0.1,2.7,0.1,0.4
25827,10,11.8,7.3,15.9,8.6,7.2,0,1.3,1.6,1.6,17, _Sandy,6,4,12,39500,19, _Sandy,33,12,34,5, _SY390,45,1,0,4,4,0.2,2.2,0.3,0.5
25838,15,8,3.2,9.1,5.9,3.1,0,0.5,0.8,2.6,11, _Sandy,24,37,51,36700,11, _Sandy,33,36,215,4, _SY390,78,1,0,10,1.4,0.4,1.2,0.4,0.3
25854,26,6.5,3.3,11.3,8,3.2,0,0,0.8,2.7,15, _Clay,17,4,78,172200,12, _Sandy,34,44,159,4, _SY295,39,0,1,6,0.7,0,1.9,0,0.2
25892,12,13.1,3.7,4.6,0.9,3.6,0,1.3,0.8,3.2,16, _Clay,25,9,0,103300,20, _Sandy,4,18,280,4, _SY390,61,0,1,10,1.5,0.6,3.3,1.2,0.1
25895,18,8.8,6.7,14.1,7.4,6.6,0,0,0.8,2.6,17, _Clay,4,6,9,3100,15, _Sandy,30,35,100,3, _SY295,69,1,0,4,3.9,0,2.6,0,0.2
25897,13,7.3,2.8,6.9,4.1,2.7,0,0.2,0.8,0.4,15, _Sandy,49,34,183,122100,13, _Sandy,48,40,161,4, _SY390,81,0,1,6,1.8,0,2.6,0,0.5
25908,13,2.3,9.5,14.6,5.1,9.4,0,0.1,0.8,0.8,14, _Clay,6,8,183,179200,15, _Clay,37,26,40,5, _SY390,33,0,1,3,8.3,0,4.6,0,0.1
25922,28,8.6,5.7,11,5.3,5.6,0,0.8,1.6,1.9,13, _Sandy,14,6,269,16300,12, _Clay,23,15,42,3, _SY390,90,0,1,2,5.1,0.2,4.1,0.3,0.2
25925,13,4.4,8.8,11,2.2,8.7,0,2.3,0.8,6.6,14, _Sandy,44,3,279,115100,18, _Clay,48,33,163,4, _SY295,32,1,0,6,4.6,1.8,3.6,0.3,0.3
25944,29,11.6,2.9,10.2,7.3,2.8,0,0,0.8,0.8,12, _Sandy,30,44,269,130400,15, _Sandy,0,33,102,5, _SY390,59,1,1,5,0.9,0,2.2,0,0.4
25966,17,4,2.8,4.7,1.9,2.7,0,1.1,1.6,2.4,20, _Clay,15,19,46,124800,19, _Clay,0,36,163,4, _SY295,59,0,1,7,1.2,0.1,2.7,0.2,0.4
26015,10,8,4.4,12.1,7.7,4.3,0.2,0,0.8,2.9,19, _Sandy,1,25,44,192300,19, _Sandy,33,27,166,3, _SY390,64,0,1,7,2.3,0,4,0,0.4
26019,18,10.2,8.7,11.5,2.8,8.6,0,1.9,0.8,7.4,20, _Sandy,26,5,33,131600,18, _Sandy,34,10,230,5, _SY390,58,1,1,7,5.5,1.6,2.9,0.4,0.4
26034,27,8.6,7.9,9.3,1.4,7.8,3.6,0,0.8,7.4,17, _Clay,33,4,14,48200,20, _Clay,11,39,49,3, _SY390,76,0,1,2,3.8,0,4.3,0,0.4
26036,29,3.1,5.5,7.5,2,5.4,0.9,0,1.6,3.5,13, _Sandy,2,32,285,7800,15, _Clay,25,18,168,5, _SY390,68,1,0,6,4.9,0,1.5,0,0.3
26039,14,12,8.6,17.1,8.5,8.5,3.3,0,0.8,3.8,14, _Sandy,32,29,295,106600,20, _Clay,0,35,288,4, _SY295,76,1,0,10,5.1,0,6.8,0,0.4
26066,24,11.7,7.6,13.9,6.3,7.5,3.5,0,1.6,6.9,20, _Clay,42,29,255,119800,17, _Clay,44,16,230,3, _SY390,31,1,0,8,6.1,0,7.4,0,0.4
26070,14,8.8,8,17.2,9.2,7.9,1.4,0,0.8,2.7,15, _Sandy,31,40,3,158700,13, _Sandy,29,26,51,5, _SY390,55,0,1,1,6.4,0,1.7,0,0.2
26082,13,3.5,8.1,11.2,3.1,8,1.3,0,0.8,5.9,17, _Sandy,44,10,215,75900,13, _Sandy,48,10,293,5, _SY390,34,0,0,9,6.1,0,6,0,0.4
26088,16,5.4,4.8,11.7,6.9,4.7,1,0,0.8,2.6,12, _Sandy,38,18,70,54300,11, _Clay,4,12,293,3, _SY295,47,0,0,9,1.2,0,3.7,0,0.2
26089,14,11.7,5.1,6.7,1.6,5,2.1,0,1.6,2.8,14, _Clay,47,32,3,73900,16, _Sandy,7,43,111,4, _SY390,90,0,1,4,2.7,0,2.5,0,0.4
26095,28,9.8,4.3,7.6,3.3,4.2,0,0.2,0.8,3.4,16, _Clay,1,9,1,112000,20, _Sandy,33,44,295,5, _SY390,26,0,1,8,3.1,0.1,3.8,0.1,0.5
26097,12,12.1,6.1,8.1,2,6,0.5,0,1.6,3.9,17, _Clay,35,23,31,171300,12, _Sandy,32,5,171,4, _SY390,49,0,0,6,4,0,4.5,0,0.1
26098,13,5.6,7.3,17.2,9.9,7.2,0,1.2,1.6,3.2,17, _Clay,31,6,11,11800,16, _Sandy,8,16,115,4, _SY295,34,0,1,2,2.3,1.1,3.7,0.7,0.1
26113,26,5.1,3.9,8.6,4.7,3.8,1,0,1.6,1.8,18, _Sandy,48,18,30,67500,18, _Sandy,48,37,235,3, _SY390,68,0,0,6,2,0,1,0,0.3
26115,29,12.8,9.6,14.9,5.3,9.5,4.7,0,1.6,8.8,15, _Clay,16,1,1,27200,13, _Clay,11,17,54,4, _SY390,60,0,0,1,5.5,0,9.5,0,0.1
26117,27,12.5,3,10.9,7.9,2.9,0.2,0,0.8,1.3,17, _Clay,21,43,213,86300,12, _Clay,41,14,116,3, _SY295,88,0,0,2,2.6,0,0.4,0,0.3
26123,27,13.2,2.5,8.2,5.7,2.4,0.3,0,1.6,1,18, _Clay,5,37,30,124600,20, _Sandy,36,23,115,4, _SY390,85,0,0,3,1.5,0,1.5,0,0.4
26143,28,9.6,9,15,6,8.9,2.4,0,1.6,2.8,16, _Clay,16,12,9,79300,16, _Clay,41,7,118,3, _SY295,39,1,1,2,6.3,0,4.7,0,0.5
26145,30,4.1,6.6,13.2,6.6,6.5,0,0,1.6,4.2,13, _Sandy,36,40,280,38900,11, _Sandy,4,32,237,4, _SY295,32,1,1,7,2.7,0,2.1,0,0.3
26166,14,8.3,9.2,14.1,4.9,9.1,2.2,0,1.6,5.9,16, _Sandy,11,1,19,93200,14, _Sandy,44,42,297,4, _SY390,82,0,1,9,5.8,0,8.9,0,0.2
26185,28,2.2,4.9,7.9,3,4.8,0,0.3,0.8,3,16, _Sandy,2,39,221,167600,20, _Sandy,25,40,298,5, _SY295,71,0,0,9,1.3,0.1,3.2,0.1,0.4
26211,23,3.4,7.8,12,4.2,7.7,0,1,1.6,6.2,14, _Sandy,17,11,7,61800,19, _Clay,0,16,180,4, _SY295,79,0,0,5,4.1,0.7,3.5,0.5,0.1
26228,15,9.5,5.6,12.5,6.9,5.5,0.2,0,1.6,2.5,15, _Clay,30,7,6,157100,15, _Clay,15,3,243,5, _SY390,32,1,0,5,1.1,0,3.8,0,0.3
26229,30,1.5,8.5,13.7,5.2,8.4,0,3.2,1.6,5.3,13, _Sandy,29,6,200,37500,19, _Clay,7,42,60,3, _SY390,59,1,1,1,6.8,1.7,5.9,1.3,0.2
26231,22,5.3,8.6,12.4,3.8,8.5,2.1,0,0.8,7.7,16, _Clay,9,3,16,56900,20, _Clay,40,20,63,4, _SY295,40,0,1,9,6.3,0,3.4,0,0.4
26246,19,6.4,9,11.1,2.1,8.9,0,0.9,1.6,2.6,20, _Sandy,31,33,161,192600,15, _Clay,11,36,123,5, _SY390,62,0,0,2,7,0.3,3,0.5,0.2
26267,30,5.5,8.6,10.6,2,8.5,3.9,0,1.6,4.6,15, _Sandy,7,39,4,167400,14, _Sandy,8,7,66,3, _SY390,86,1,0,9,5.6,0,4.2,0,0.1
26269,15,7.8,2.3,3,0.7,2.2,0,0,1.6,1.8,16, _Clay,42,8,34,27700,16, _Sandy,7,13,243,5, _SY390,43,0,0,7,0.6,0,2,0,0.2
26289,14,9.7,3.1,13,9.9,3,0,1.2,0.8,1.4,18, _Sandy,33,1,43,22700,17, _Sandy,47,18,127,3, _SY295,71,0,0,1,2.1,0.3,2.5,0.7,0.5
26308,24,2.3,9.6,11.7,2.1,9.5,0,2.4,0.8,4.2,14, _Clay,14,24,207,157000,12, _Clay,18,23,127,4, _SY390,43,0,1,2,6.1,0.9,8.3,0.3,0.5
26316,24,9.5,2.1,9.9,7.8,2,0,0.1,1.6,1.5,14, _Clay,43,1,3,35900,14, _Clay,40,43,69,5, _SY295,25,0,0,9,1.6,0,0.1,0,0.1
26339,15,9.7,6.2,6.7,0.5,6.1,0,2.9,1.6,5,16, _Sandy,44,7,138,129800,14, _Clay,25,28,188,5, _SY295,56,0,1,4,5,0,3.1,2,0.4
26343,12,2.7,8.1,15.4,7.3,8,0,1,0.8,7.6,11, _Clay,7,18,283,9500,17, _Sandy,7,12,68,4, _SY295,61,1,1,10,4.7,0.5,5.1,0.2,0.1
26345,28,1.3,4.2,8.1,3.9,4.1,0,0.8,0.8,2.8,18, _Sandy,2,1,157,128400,15, _Clay,25,17,128,5, _SY295,73,1,0,2,2.7,0.7,1.2,0,0.5
26369,27,4,2.9,11.4,8.5,2.8,1.2,0,0.8,1.5,19, _Clay,23,35,69,102700,16, _Clay,32,33,249,3, _SY295,69,1,1,6,2.4,0,1.7,0,0.3
26420,18,13.3,8.4,15,6.6,8.3,0,2.5,1.6,6.6,14, _Clay,44,11,9,70500,20, _Clay,29,42,195,4, _SY390,44,1,0,2,2.8,1.8,4.8,1.4,0.5
26432,30,5.4,5.8,13.7,7.9,5.7,0.6,0,0.8,3.4,17, _Sandy,36,43,144,107500,19, _Clay,25,41,134,3, _SY295,58,1,1,1,4.2,0,5.4,0,0.2
26438,22,10.1,3.8,5.5,1.7,3.7,0.1,0,1.6,1.8,18, _Sandy,45,37,164,106100,20, _Clay,25,30,74,4, _SY390,74,0,0,9,2.4,0,3.7,0,0.4
26451,15,3.3,8.1,10,1.9,8,1.1,0,0.8,5.5,17, _Clay,2,36,250,142200,17, _Clay,10,19,76,4, _SY390,65,0,1,9,5.6,0,2.3,0,0.5
26467,21,6.9,3.2,5.6,2.4,3.1,1,0,1.6,2.2,20, _Clay,45,3,172,158100,12, _Clay,3,21,138,3, _SY295,53,1,0,10,1.1,0,1.7,0,0.2
