íÁëÃâÑí∑,íÁëÃïù,ç∂âEï«ëÃçÇÇ≥,íÜãlìyìVí[çÇÇ≥,íÁäOãÊä‘ínï\ñ ,íÁì‡ãÊä‘ínï\ñ ,à¯í£çﬁä‘äu,ç›óàínî’èdó ,ç›óàínî’ãÊï™,ç›óàínî’Níl,ç›óàínî’ñÄéCäp,ç›óàínî’îSíÖóÕ,ç›óàínî’ïœå`åWêî,íÜãlÇﬂèdó ,íÜãlÇﬂãÊï™,íÜãlÇﬂNíl,íÜãlÇﬂñÄéCäp,íÜãlÇﬂîSíÖóÕ,ñÓî¬å^,ñÓî¬çﬁóø,à¯í£çﬁíºåa,à¯í£çﬁçﬁóøî‘çÜ,ï†ãNÇµçﬁéø,íÁäOë§êÖà _èÌéû,íÁì‡ë§êÖà _èÌéû,à¯í£çﬁà íu,ï†ãNÇµî‘çÜ,ç™ì¸ÇÍê[Ç≥,à¿ëSó¶ÉGÉâÅ[îªíË
15,11.3,6.2,6.1,0.9,0.0,0.8,11,1,10,33,275,117300,17,1,27,11,260,0,0,67,0,1,4.5,0.0,4.8,6,1.5,0
27,8.6,5.0,4.9,1.2,0.0,1.6,15,0,45,2,110,97100,14,0,34,23,20,0,1,63,1,0,1.5,0.0,3.3,8,1.9000000000000004,0
17,5.9,3.8,3.7,1.3,0.0,0.8,18,1,29,16,246,76900,12,1,42,36,80,1,0,59,0,1,2.5,0.0,2.3,1,2.2,0
18,12.4,5.0,4.9,0.0,1.6,0.8,18,1,25,44,226,116500,15,0,17,2,23,1,1,44,0,0,1.7,1.3,2.1,6,10.0,0
30,9.6,3.8,3.7,0.0,1.3,1.6,11,0,9,13,61,96300,13,1,24,14,83,2,0,41,1,1,2.4,1.2,3.3,9,0.7000000000000002,0
20,6.9,2.6,2.5,0.0,0.9,0.8,14,0,45,27,197,76100,20,1,31,26,142,0,1,37,1,0,2.3,0.0,1.9,1,1.0,0
18,13.2,2.9,2.8,0.5,0.0,0.8,17,0,3,41,130,95700,15,0,34,13,260,1,0,80,1,1,0.5,0.0,1.7,6,5.299999999999999,0
30,10.5,9.8,9.7,2.9,0.0,1.6,20,0,38,9,265,75500,13,1,42,25,20,2,1,76,0,0,6.0,0.0,5.3,9,5.6,0
17,13.0,4.5,4.4,0.0,0.3,1.6,18,1,8,37,42,154800,13,0,13,11,22,2,1,42,0,0,3.4,0.1,0.5,7,7.9,0
29,10.3,3.3,3.2,1.3,0.0,0.8,12,0,43,6,177,134600,11,1,20,23,82,0,0,38,0,1,1.6,0.0,2.7,0,8.2,0
12,11.5,8.7,8.6,0.0,1.2,1.6,16,0,3,20,216,74700,11,0,31,16,83,1,0,54,0,1,7.3,1.1,6.0,9,4.5,0
24,8.8,7.5,7.4,0.0,1.3,0.8,19,1,38,34,51,54600,19,0,39,28,142,1,1,50,1,1,2.7,0.1,4.2,1,4.800000000000001,0
14,6.0,6.3,6.2,0.7,0.0,0.8,13,0,22,3,187,34400,16,1,46,40,202,2,0,46,0,0,4.2,0.0,2.4,4,5.1000000000000005,0
22,8.6,9.0,8.9,0.0,2.7,0.8,11,0,43,31,264,113700,17,1,17,26,204,0,0,78,1,0,8.6,1.6,8.4,2,7.300000000000001,0
25,3.1,6.6,6.5,0.0,2.4,0.8,18,0,12,14,235,73300,12,0,31,5,23,1,0,70,1,0,5.5,2.0,4.8,7,8.0,0
29,4.3,3.9,3.8,0.0,1.6,1.6,12,0,22,28,273,13500,13,1,43,43,24,2,1,86,0,0,2.5,0.1,2.5,6,4.299999999999999,0
27,10.7,4.2,4.1,0.2,0.0,0.8,15,1,32,42,206,33000,17,1,46,30,142,0,0,63,0,1,2.5,0.0,1.1,2,8.600000000000001,0
18,8.0,3.0,2.9,0.4,0.0,0.8,18,0,16,11,42,12900,15,0,2,42,202,0,1,59,1,0,2.9,0.0,0.6,4,8.9,0
20,2.5,8.7,8.6,3.3,0.0,0.8,15,1,36,39,13,171500,20,0,16,21,21,2,0,51,1,0,7.6,0.0,6.7,8,9.5,0
24,3.7,6.1,6.0,2.3,0.0,1.6,19,0,46,8,51,111700,20,0,27,14,22,2,1,67,1,1,4.0,0.0,4.1,8,5.800000000000001,0
19,2.2,2.2,2.1,0.9,0.0,1.6,16,1,41,36,225,31600,18,0,46,19,83,0,1,79,1,0,1.5,0.0,1.2,9,2.3999999999999995,0
27,4.8,4.9,4.8,0.0,1.3,1.6,15,1,10,19,2,110900,19,1,17,5,85,1,1,45,0,0,4.2,0.5,4.0,8,4.699999999999999,0
21,9.9,7.9,7.8,1.6,0.0,0.8,13,0,9,19,197,190300,13,1,9,44,202,2,1,72,1,0,3.7,0.0,6.3,4,3.0,0
12,7.1,6.7,6.6,2.1,0.0,1.6,16,1,45,33,32,170100,11,0,16,11,261,0,0,68,0,1,5.5,0.0,4.7,6,3.3,0
12,13.6,7.9,7.8,0.0,3.1,1.6,16,1,40,16,12,10700,14,1,43,22,205,0,1,53,0,0,4.5,2.7,4.5,2,1.5999999999999996,0
27,5.6,2.8,2.7,1.1,0.0,1.6,14,0,40,16,206,90100,19,1,34,16,22,1,0,80,0,1,2.4,0.0,1.5,8,9.6,0
10,6.9,8.2,8.1,3.4,0.0,0.8,18,0,50,30,244,30200,19,0,46,9,23,1,0,30,0,1,5.6,0.0,3.9,7,5.9,0
19,9.4,2.9,2.8,0.0,0.0,0.8,17,1,19,13,21,109500,20,1,17,39,25,2,0,61,1,1,2.2,0.0,2.0,6,8.1,0
30,6.7,9.8,9.7,0.0,0.6,1.6,20,0,4,27,157,89300,17,0,24,7,84,2,1,58,0,0,2.1,0.2,5.7,9,8.399999999999999,0
21,3.9,8.6,8.5,0.0,0.8,1.6,14,1,39,41,292,69100,15,1,31,19,144,0,0,54,1,1,5.3,0.4,3.7,1,8.700000000000001,0
12,1.2,7.4,7.3,1.8,0.0,0.8,17,1,24,10,128,49000,13,1,39,31,204,1,1,50,0,1,7.3,0.0,3.0,3,8.999999999999998,0
16,2.4,4.7,4.6,0.0,0.8,1.6,11,0,34,24,166,188100,13,0,50,24,205,1,1,66,1,1,3.3,0.7,1.1,2,5.4,0
14,8.8,5.0,4.9,2.3,0.0,0.8,14,1,43,38,99,8700,18,1,2,11,23,2,1,43,1,1,4.4,0.0,4.3,8,9.7,0
18,10.0,2.3,2.2,1.0,0.0,1.6,18,1,3,7,138,147800,18,0,13,3,24,0,1,58,1,1,1.6,0.0,1.7,7,6.000000000000001,0
22,11.3,7.7,7.6,0.0,2.2,0.8,12,1,13,21,176,87900,18,0,24,41,25,0,0,74,1,1,2.8,0.7,4.8,6,2.3,0
16,3.3,2.6,2.5,0.4,0.0,0.8,20,0,12,21,70,167300,13,0,16,35,142,1,0,35,1,1,1.7,0.0,1.3,2,0.6999999999999997,0
17,9.8,3.8,3.7,0.0,1.3,1.6,20,1,8,4,50,7900,16,0,43,1,85,1,0,86,1,1,1.7,0.8,1.7,8,8.5,0
28,7.1,2.6,2.5,0.0,1.0,0.8,13,1,43,17,186,186700,14,0,50,13,145,2,1,83,0,0,1.9,0.8,2.2,0,8.8,0
19,4.3,9.6,9.5,2.9,0.0,1.6,16,0,27,31,21,166500,11,1,6,26,205,0,0,79,1,1,9.5,0.0,7.9,3,9.1,0
10,1.6,8.4,8.3,3.4,0.0,0.8,20,1,12,45,157,146400,19,0,13,38,264,0,1,75,0,0,5.4,0.0,6.2,5,9.4,0
21,12.0,7.2,7.1,0.1,0.0,1.6,13,0,47,14,292,126200,16,1,20,5,24,1,0,71,1,1,5.8,0.0,2.9,7,9.7,0
25,13.2,4.5,4.4,0.0,0.0,0.8,17,0,6,28,31,66300,17,1,31,43,25,1,0,87,0,1,2.0,0.0,1.1,7,6.1,0
16,10.5,3.3,3.2,0.4,0.0,1.6,11,1,42,42,166,46200,14,0,38,10,84,2,1,83,1,1,2.9,0.0,0.7,9,6.4,0
20,11.7,8.7,8.6,0.0,1.3,1.6,15,1,1,11,205,185300,15,1,50,3,85,0,0,33,1,1,5.1,0.9,7.6,8,2.700000000000001,0
18,5.0,9.0,8.9,3.0,0.0,0.8,17,0,11,25,138,5900,19,1,2,35,204,1,1,76,1,1,7.1,0.0,6.9,4,7.0,0
22,6.2,6.3,6.2,2.1,0.0,1.6,12,0,21,39,176,145000,20,0,13,27,205,1,0,26,0,1,3.5,0.0,4.2,3,3.3,0
25,13.9,3.9,3.8,0.2,0.0,1.6,18,0,41,22,147,104700,15,0,27,7,24,0,0,84,0,0,0.8,0.0,0.8,8,3.9,0
15,11.1,2.7,2.6,0.4,0.0,0.8,12,1,25,36,283,84500,12,0,34,19,83,0,1,80,1,1,1.7,0.0,2.3,0,4.2,0
27,8.4,9.6,9.5,2.7,0.0,0.8,15,1,9,5,118,64300,20,1,42,31,143,1,0,77,0,0,9.4,0.0,7.8,2,4.5,0
28,1.8,2.8,2.7,0.0,1.2,0.8,14,0,5,33,98,103900,13,0,17,42,86,1,1,62,0,1,2.0,1.1,1.9,8,2.8,0
22,6.9,5.7,5.6,2.2,0.0,0.8,12,0,4,33,292,183300,18,0,9,36,204,2,1,89,0,1,2.3,0.0,3.6,4,1.2000000000000002,0
12,4.1,4.6,4.5,0.0,0.0,1.6,16,1,39,2,128,163100,15,1,16,4,263,0,0,85,1,0,2.0,0.0,1.1,6,1.5,0
13,10.7,5.8,5.7,0.0,0.5,1.6,15,1,35,30,107,3700,19,1,43,15,207,0,0,70,1,0,0.5,0.1,5.1,2,9.3,0
25,7.9,4.6,4.5,0.0,0.5,0.8,19,0,19,44,243,182500,16,1,50,27,266,1,1,66,0,1,2.1,0.2,3.3,4,9.6,0
15,5.2,3.4,3.3,0.3,0.0,1.6,12,1,4,13,79,162300,14,0,6,39,26,2,0,63,1,0,2.8,0.0,1.9,7,9.9,0
13,11.5,3.7,3.6,1.1,0.0,1.6,14,0,13,27,11,181900,19,1,9,26,144,0,1,39,1,0,3.6,0.0,2.0,2,4.6000000000000005,0
25,8.8,2.5,2.4,1.0,0.0,0.8,18,1,48,41,147,161700,16,1,16,38,203,0,0,36,0,1,1.5,0.0,1.3,4,4.9,0
26,2.2,3.7,3.6,0.0,1.1,0.8,17,1,44,24,127,2300,20,1,43,4,147,1,1,87,0,1,3.5,0.3,3.1,0,3.2,0
24,8.6,4.0,3.9,0.1,0.0,1.6,20,0,2,38,59,21800,15,1,46,36,265,2,0,63,0,1,0.5,0.0,2.5,5,7.5,0
28,9.8,9.5,9.4,0.4,0.0,0.8,14,1,13,7,98,160900,15,0,6,29,266,2,1,79,0,1,7.3,0.0,4.8,5,3.8000000000000007,0
19,7.1,8.3,8.2,1.2,0.0,1.6,17,1,48,21,233,140800,12,1,13,41,26,0,0,75,0,0,2.3,0.0,3.4,7,4.1,0
30,4.3,7.1,7.0,1.8,0.0,1.6,11,0,33,35,69,120600,20,0,20,8,85,1,1,72,1,1,4.8,0.0,2.5,9,4.4,0
13,5.6,4.4,4.3,1.1,0.0,0.8,15,0,43,4,107,60800,20,0,31,1,86,1,0,87,1,1,1.8,0.0,3.9,9,0.6999999999999993,0
25,2.8,3.2,3.1,1.1,0.0,1.6,18,1,27,18,243,40600,18,1,38,13,146,2,1,84,0,1,2.4,0.0,2.5,1,1.0,0
23,9.2,3.5,3.4,0.3,0.0,0.8,20,0,37,32,176,60100,13,0,42,45,264,0,0,60,0,1,2.8,0.0,2.0,6,5.300000000000001,0
24,2.6,4.7,4.6,0.0,0.8,0.8,20,1,32,15,155,99700,16,1,17,11,207,0,1,45,0,0,2.1,0.5,1.8,2,3.6000000000000005,0
18,7.7,7.7,7.6,1.5,0.0,0.8,18,1,31,15,50,179100,11,1,9,5,25,1,1,72,0,0,6.8,0.0,2.9,8,1.8999999999999997,0
29,5.0,6.5,6.4,2.0,0.0,1.6,11,0,16,28,185,158900,18,0,16,17,84,2,0,69,1,0,3.2,0.0,2.3,0,2.1999999999999997,0
30,11.5,7.7,7.6,0.0,2.3,0.8,11,0,11,11,165,198500,12,1,43,28,28,2,0,54,1,1,6.7,0.2,6.0,6,0.4999999999999991,0
15,13.9,9.5,9.4,0.2,0.0,1.6,12,0,46,25,195,58700,14,0,42,35,204,1,1,77,0,0,7.1,0.0,4.7,4,8.8,0
15,7.3,2.7,2.6,0.0,1.1,1.6,12,0,41,8,174,98300,17,1,17,1,148,1,1,62,1,1,1.5,0.6,1.5,0,6.999999999999999,0
10,12.4,5.6,5.5,0.7,0.0,1.6,20,1,40,8,69,177700,11,1,9,40,265,2,1,89,1,1,4.6,0.0,1.5,6,5.4,0
21,9.6,4.5,4.4,1.0,0.0,0.8,13,0,25,22,204,157500,19,0,16,7,25,2,0,85,0,1,1.7,0.0,4.0,8,5.699999999999999,0
22,3.0,5.7,5.6,0.0,0.2,0.8,13,0,20,5,184,197100,12,0,43,18,268,0,1,70,0,0,4.4,0.0,3.6,4,3.999999999999999,0
16,8.1,8.7,8.6,3.0,0.0,1.6,11,1,19,5,78,77500,17,0,34,12,85,1,1,31,0,0,4.5,0.0,6.3,0,2.3000000000000007,0
28,5.4,7.5,7.4,3.4,0.0,0.8,14,0,4,19,214,57300,15,0,41,24,145,1,0,28,1,1,6.2,0.0,5.1,2,2.6,0
11,6.7,4.8,4.7,2.2,0.0,1.6,19,0,14,33,252,196500,15,1,2,17,146,2,1,43,1,1,3.0,0.0,2.9,1,8.600000000000001,0
15,7.9,2.1,2.0,0.9,0.0,0.8,13,0,24,2,291,136600,15,0,13,10,147,2,0,59,0,1,2.0,0.0,1.1,1,4.9,0
26,5.2,9.0,8.9,0.6,0.0,1.6,16,1,9,16,126,116400,13,0,20,22,206,0,1,55,1,0,3.9,0.0,7.9,3,5.199999999999999,0
17,2.4,7.8,7.7,1.3,0.0,0.8,20,0,44,30,262,96300,20,1,27,34,266,0,0,52,0,0,6.5,0.0,5.8,5,5.500000000000001,0
19,10.0,5.4,5.3,2.1,0.0,1.6,16,1,13,13,233,55900,15,1,41,14,85,2,0,44,0,0,4.1,0.0,3.2,0,6.1,0
23,11.3,2.7,2.6,1.0,0.0,0.8,20,0,23,27,272,195100,16,1,2,6,86,2,1,60,1,0,1.4,0.0,1.4,9,2.3999999999999995,0
14,8.6,9.7,9.6,0.1,0.0,1.6,14,0,8,41,107,174900,13,0,9,19,146,0,1,56,0,1,6.7,0.0,0.3,2,2.700000000000001,0
18,9.8,7.0,6.9,0.0,0.0,0.8,18,1,18,10,146,115000,14,1,20,11,147,0,0,72,0,1,2.3,0.0,5.6,1,8.6,0
30,7.1,5.8,5.7,0.6,0.0,1.6,11,1,2,24,281,94900,11,1,27,24,206,1,1,68,1,1,4.5,0.0,3.8,3,9.0,0
20,4.3,4.6,4.5,1.0,0.0,0.8,15,0,38,38,117,74700,19,0,34,36,266,2,0,64,0,0,1.5,0.0,2.6,6,9.3,0
24,5.6,10.0,9.9,2.2,0.0,1.6,19,0,48,7,155,14800,19,1,46,29,267,2,1,80,1,0,8.5,0.0,4.6,5,5.6,0
15,2.8,8.8,8.7,2.9,0.0,1.6,12,1,32,21,291,193700,17,1,2,41,27,0,0,77,0,1,4.2,0.0,3.7,7,5.899999999999999,0
27,13.2,7.6,7.5,3.3,0.0,0.8,16,0,17,35,126,173500,14,0,9,8,86,1,1,73,1,0,6.0,0.0,7.0,0,6.200000000000001,0
10,1.4,4.9,4.8,2.1,0.0,1.6,20,0,27,4,165,113600,15,1,20,1,87,1,0,89,1,0,2.8,0.0,4.0,9,2.5,0
26,13.0,9.1,9.0,0.4,0.0,1.6,18,1,22,32,39,33600,12,0,38,6,148,2,1,35,1,0,3.4,0.0,4.0,1,8.700000000000001,0
16,10.2,7.9,7.8,1.2,0.0,0.8,11,0,6,1,174,13400,20,1,46,18,207,0,0,31,0,1,6.2,0.0,2.8,3,8.999999999999998,0
18,4.8,5.6,5.5,2.1,0.0,1.6,18,0,26,29,145,172100,15,0,9,43,26,1,0,89,0,1,4.1,0.0,4.8,8,9.7,0
30,2.0,4.4,4.3,2.1,0.0,0.8,11,0,10,43,281,151900,13,1,16,10,86,2,1,86,0,1,4.3,0.0,3.5,0,10.0,0
10,8.5,5.6,5.5,2.1,0.0,0.8,20,1,6,26,261,191500,16,1,42,21,29,2,1,71,1,0,3.9,0.0,3.4,6,8.200000000000001,0
21,5.8,4.4,4.3,2.1,0.0,1.6,14,1,41,40,96,171300,14,1,50,33,89,0,1,67,1,1,4.2,0.0,2.6,8,8.5,0
12,3.0,3.2,3.1,0.3,0.0,0.8,17,0,26,9,232,151200,11,0,6,1,149,1,0,63,0,0,1.3,0.0,2.8,0,8.8,0
24,13.4,2.0,1.9,0.4,0.0,1.6,20,1,10,22,67,131000,19,1,13,13,208,2,1,59,1,1,1.6,0.0,1.4,3,9.1,0
14,10.7,8.9,8.8,2.7,0.0,0.8,14,0,45,36,203,110800,16,1,20,25,268,2,0,56,0,0,3.7,0.0,6.4,5,9.4,0
26,7.9,7.7,7.6,3.2,0.0,0.8,17,0,30,5,39,90700,14,0,27,37,27,0,1,52,1,0,5.7,0.0,5.1,7,9.7,0
17,5.2,6.5,6.4,0.2,0.0,1.6,20,1,14,19,174,70500,11,1,34,5,87,1,0,48,0,1,6.3,0.0,1.8,9,10.0,0
28,2.4,5.3,5.2,0.7,0.0,0.8,14,0,49,33,10,50300,19,0,41,17,147,2,1,44,0,0,2.5,0.0,1.1,2,0.7999999999999998,0
11,3.7,2.6,2.5,0.3,0.0,1.6,18,0,9,2,48,189500,19,0,2,10,148,2,0,60,0,0,0.4,0.0,2.1,1,6.700000000000001,0
23,14.0,9.6,9.5,2.4,0.0,0.8,11,1,44,16,184,169300,17,1,9,22,207,0,1,57,1,1,5.6,0.0,7.4,3,7.000000000000002,0
14,11.3,8.4,8.3,3.0,0.0,1.6,15,0,28,30,19,149100,14,0,16,34,267,0,0,53,0,1,7.6,0.0,5.8,6,7.299999999999999,0
18,12.6,5.7,5.6,2.0,0.0,0.8,19,0,39,44,58,89300,15,0,27,27,268,1,1,69,1,1,3.9,0.0,3.3,5,3.6000000000000005,0
29,9.8,4.5,4.4,2.0,0.0,0.8,12,1,23,13,193,69100,12,1,34,39,27,1,1,65,0,0,4.3,0.0,2.5,7,3.9,0
12,11.1,9.9,9.8,4.5,0.0,1.6,17,1,33,27,232,9200,13,0,46,32,28,2,0,81,0,0,7.6,0.0,4.7,7,9.8,0
24,8.3,8.7,8.6,0.6,0.0,0.8,20,0,18,41,67,188100,20,1,2,44,88,0,1,77,1,1,8.5,0.0,7.1,9,0.5,0
15,5.6,7.5,7.4,1.3,0.0,1.6,13,0,2,10,203,167900,18,1,9,11,148,0,0,73,0,0,3.7,0.0,5.2,1,0.8000000000000007,0
26,2.8,6.3,6.2,1.8,0.0,0.8,16,1,38,24,38,147700,15,0,16,24,207,1,1,69,0,0,5.4,0.0,3.8,4,1.1000000000000003,0
18,6.6,6.4,6.3,1.8,0.0,0.8,19,0,18,21,154,167100,16,0,50,2,210,2,1,51,1,0,5.3,0.0,5.9,2,9.3,0
29,3.9,5.2,5.1,2.0,0.0,1.6,13,1,2,35,289,147000,14,1,6,14,270,0,0,47,0,1,2.5,0.0,4.3,4,9.6,0
12,5.1,2.5,2.4,0.9,0.0,0.8,17,1,12,4,28,87100,14,0,17,7,271,0,1,63,0,1,2.2,0.0,1.7,4,5.9,0
24,2.4,9.4,9.3,0.1,0.0,1.6,20,0,48,18,163,66900,12,0,24,19,30,1,0,59,1,0,2.2,0.0,4.1,6,6.199999999999999,0
18,7.5,4.3,4.2,0.9,0.0,1.6,18,1,47,18,58,146300,16,0,16,13,148,2,0,86,1,1,3.4,0.0,2.2,2,4.6000000000000005,0
22,8.8,9.7,9.6,2.2,0.0,0.8,13,1,6,32,96,86500,17,1,27,6,149,2,1,36,1,1,5.1,0.0,4.0,1,0.9000000000000004,0
30,11.3,4.3,4.2,0.9,0.0,0.8,11,0,27,15,173,165700,17,0,50,36,151,0,1,67,0,1,3.2,0.0,3.7,0,3.2,0
21,8.5,3.1,3.0,1.0,0.0,0.8,15,1,11,29,8,145600,15,1,6,4,210,0,0,64,1,0,1.2,0.0,2.3,2,3.5,0
25,9.8,8.5,8.4,2.8,0.0,1.6,19,1,21,43,47,85700,15,0,17,41,211,1,1,79,1,0,7.1,0.0,5.8,1,9.4,0
16,7.0,7.3,7.2,3.2,0.0,0.8,12,0,6,12,182,65500,13,0,24,9,271,2,1,76,1,1,3.9,0.0,4.7,4,9.7,0
27,4.3,6.1,6.0,0.3,0.0,1.6,16,0,41,26,18,45400,20,1,31,21,30,2,0,72,0,0,3.6,0.0,1.4,6,10.000000000000002,0
10,5.6,3.5,3.4,0.1,0.0,0.8,20,1,0,40,56,184500,11,0,42,14,31,0,1,88,0,1,0.9,0.0,0.3,5,6.300000000000001,0
22,2.8,2.3,2.2,0.3,0.0,1.6,13,1,36,9,192,164300,18,1,50,26,91,0,0,84,1,0,1.5,0.0,1.7,8,6.6000000000000005,0
13,13.2,9.2,9.1,2.5,0.0,0.8,16,0,20,23,27,144200,16,1,6,38,150,1,1,80,0,1,2.8,0.0,6.6,0,6.900000000000002,0
24,10.4,8.0,7.9,3.0,0.0,0.8,20,1,4,37,163,124000,13,0,13,5,210,2,0,76,0,0,5.3,0.0,5.2,2,7.199999999999999,0
23,3.7,8.3,8.2,0.0,2.5,1.6,12,0,14,6,96,143500,18,1,16,37,28,0,1,53,0,1,6.1,1.2,4.0,8,1.8999999999999984,0
27,4.9,5.6,5.5,0.5,0.0,0.8,16,0,24,20,134,83700,18,1,27,30,29,0,0,69,0,1,1.9,0.0,1.1,7,7.9,0
14,7.5,8.3,8.2,0.8,0.0,0.8,15,1,45,3,211,162900,19,1,50,16,31,1,1,34,1,1,5.1,0.0,6.3,6,0.5,0
25,4.7,7.1,7.0,1.4,0.0,1.6,18,0,29,16,47,142800,17,0,6,28,91,2,0,31,0,0,7.0,0.0,4.5,8,0.8000000000000007,0
16,2.0,5.9,5.8,1.8,0.0,0.8,12,1,14,30,182,122600,14,0,13,40,150,2,1,27,1,1,3.4,0.0,3.3,0,1.0999999999999996,0
28,12.3,4.7,4.6,1.9,0.0,0.8,15,1,49,44,18,102400,12,1,20,7,210,0,0,89,0,0,4.1,0.0,2.5,3,1.3999999999999997,0
18,9.6,3.5,3.4,0.1,0.0,1.6,18,0,33,13,153,82300,19,0,27,20,270,1,1,85,1,0,0.8,0.0,0.3,5,1.7000000000000002,0
30,6.8,2.3,2.2,0.3,0.0,0.8,12,1,18,27,289,62100,17,0,34,32,29,2,0,82,0,1,1.5,0.0,1.7,7,2.0,0
21,4.1,9.2,9.1,0.0,1.5,1.6,15,0,2,41,125,41900,14,1,41,44,89,2,1,78,0,0,1.8,1.3,6.3,0,2.3000000000000007,0
21,10.6,2.4,2.3,0.3,0.0,1.6,15,0,49,24,104,81500,18,1,17,10,32,0,1,63,1,1,1.5,0.0,1.0,5,0.6000000000000001,0
19,3.9,2.7,2.6,0.9,0.0,0.8,17,1,7,38,37,101000,13,1,20,42,150,1,0,40,1,1,2.2,0.0,1.2,1,4.9,0
24,5.1,8.1,8.0,2.9,0.0,1.6,11,1,17,7,75,41200,13,0,31,35,151,1,0,56,0,1,5.0,0.0,7.6,0,1.200000000000001,0
14,2.4,6.9,6.8,3.2,0.0,1.6,14,0,2,21,211,21000,20,1,38,2,211,2,1,52,1,1,6.2,0.0,5.8,2,1.5,0
26,12.8,5.7,5.6,0.4,0.0,0.8,18,1,37,35,47,199800,18,1,45,14,271,0,0,48,0,0,1.5,0.0,3.4,5,1.7999999999999998,0
30,14.0,3.0,2.9,0.2,0.0,1.6,12,1,47,4,85,140000,18,0,6,7,272,0,1,64,0,0,2.6,0.0,1.3,4,7.699999999999999,0
21,11.3,9.9,9.8,1.8,0.0,0.8,15,0,32,18,221,119800,16,1,13,19,31,1,0,60,0,1,4.1,0.0,3.8,6,7.999999999999998,0
25,12.5,7.2,7.1,1.3,0.0,1.6,20,0,42,32,259,59900,16,0,24,12,32,1,1,76,0,1,6.8,0.0,1.9,6,4.4,0
15,9.8,6.0,5.9,1.7,0.0,0.8,13,1,26,1,94,39800,14,0,31,24,92,2,0,72,1,0,3.1,0.0,5.3,8,4.699999999999999,0
19,11.0,3.4,3.3,0.9,0.0,1.6,17,1,37,15,133,178900,14,1,42,17,93,2,1,88,1,1,0.9,0.0,2.5,7,1.0000000000000004,0
10,8.3,2.2,2.1,0.8,0.0,1.6,11,0,21,29,268,158700,12,0,50,29,152,0,1,84,1,0,1.3,0.0,1.4,0,1.2999999999999998,0
22,5.6,9.1,9.0,0.1,0.0,0.8,14,1,6,43,104,138600,19,0,6,41,212,1,0,80,0,1,7.4,0.0,3.3,2,1.5999999999999996,0
26,6.8,6.4,6.3,0.0,0.0,1.6,18,1,16,12,142,78700,20,1,17,34,213,1,1,30,0,1,3.0,0.0,1.3,1,7.5,0
16,4.1,5.2,5.1,0.6,0.0,0.8,12,0,0,26,278,58500,17,0,24,1,273,2,0,26,1,0,4.6,0.0,0.8,4,7.8,0
28,1.3,4.0,3.9,0.9,0.0,1.6,15,1,36,40,114,38400,15,1,31,14,32,0,1,89,0,1,1.7,0.0,3.2,6,8.1,0
19,11.7,2.8,2.7,0.8,0.0,0.8,18,1,20,9,249,18200,12,1,38,26,92,0,0,85,0,1,2.1,0.0,1.9,8,8.399999999999999,0
23,12.9,8.2,8.1,2.7,0.0,1.6,13,0,30,23,288,157300,13,0,50,19,93,1,1,35,0,1,4.6,0.0,5.2,8,4.800000000000001,0
21,6.2,8.5,8.4,0.5,0.0,1.6,15,1,40,37,220,176900,17,1,2,5,211,2,0,77,0,1,4.6,0.0,2.7,3,9.0,0
12,3.5,7.3,7.2,0.0,3.3,0.8,18,0,24,6,56,156700,15,1,9,18,270,2,1,74,1,0,7.0,2.9,3.7,5,9.3,0
16,4.7,4.6,4.5,0.7,0.0,1.6,12,0,34,20,94,96800,15,0,20,10,272,0,0,90,1,0,2.9,0.0,4.0,4,5.700000000000001,0
22,13.6,7.7,7.6,2.9,0.0,0.8,13,0,13,17,104,195600,11,0,45,28,92,2,0,32,0,1,3.1,0.0,4.7,8,2.6000000000000005,0
13,10.8,6.5,6.4,0.0,0.0,1.6,17,0,49,31,240,175500,18,1,2,40,151,2,1,28,1,0,2.9,0.0,1.3,1,2.9000000000000004,0
24,8.1,5.3,5.2,0.0,1.0,1.6,20,1,33,45,75,155300,16,0,9,7,211,0,0,90,0,1,4.7,0.8,1.2,3,3.2,0
28,9.4,2.6,2.5,0.2,0.0,0.8,14,0,44,14,114,95400,16,0,20,45,212,0,1,40,1,1,1.4,0.0,2.0,2,9.1,0
19,6.6,9.5,9.4,2.0,0.0,1.6,18,0,28,27,249,75300,14,1,27,12,271,1,0,36,0,1,8.9,0.0,6.8,5,9.4,0
23,7.9,6.8,6.7,1.4,0.0,0.8,12,1,38,41,288,15400,14,0,38,5,272,2,1,52,0,1,4.5,0.0,4.0,4,5.8,0
27,9.1,4.1,4.0,0.8,0.0,1.6,16,1,48,10,26,154500,14,0,50,43,273,2,1,68,1,1,1.5,0.0,1.9,3,2.1000000000000005,0
18,6.4,2.9,2.8,0.9,0.0,0.8,20,0,33,24,161,134400,12,1,6,10,33,0,0,64,0,0,2.1,0.0,1.3,6,2.4,0
29,3.6,9.8,9.7,4.2,0.0,1.6,13,0,17,38,297,114200,20,0,13,22,93,0,1,60,1,1,4.4,0.0,9.3,8,2.6999999999999997,0
13,4.9,7.1,7.0,3.0,0.0,1.6,17,1,28,7,35,54300,20,1,24,15,94,1,0,76,1,1,5.8,0.0,6.0,7,8.6,0
24,2.2,5.9,5.8,0.2,0.0,0.8,11,1,12,21,171,34200,17,1,31,27,153,2,1,72,0,0,0.8,0.0,3.5,0,8.9,0
