,堤体延長,堤体幅,左右壁体高さ,中詰土天端高さ,堤外区間地表面,堤内区間地表面,引張材間隔,在来地盤重量,在来地盤区分,在来地盤N値,在来地盤摩擦角,在来地盤粘着力,在来地盤変形係数,中詰め重量,中詰め区分,中詰めN値,中詰め摩擦角,中詰め粘着力,矢板型,矢板材料,引張材直径,引張材材料番号,腹起し材質,堤外側水位_地震時,堤内側水位_地震時,震度,せん断変形破壊,滑動、支持力,根入れ部の安定,矢板の耐力照査,タイロッドの耐力照査,腹起しの耐力照査
111,21,7.3,4.5,4.4,0.0,0.5,0.8,12,0,24,26,276,49800,17,0,46,20,258,4,295,62,0,1,3.8,0.4,0.3,0.07132667617689016,0.07698229407236336,0.024686278543509566,0.014814814814814815,0.046511627906976744,0.007142857142857143
112,12,4.6,3.3,3.2,0.0,0.4,1.6,15,0,9,40,112,29700,14,1,2,32,17,5,390,58,1,0,2.7,0.3,0.5,0.11862396204033215,0.13568521031207598,0.04032258064516129,0.0339943342776204,0.05228758169934641,0.014285714285714285
113,16,5.9,8.7,8.6,0.0,1.6,1.6,20,1,19,9,150,168800,14,0,13,25,18,5,390,74,1,0,4.3,1.2,0.2,0.1652892561983471,0.15337423312883436,0.20905923344947733,0.09348441926345609,0.05228758169934641,0.02857142857142857
114,28,3.1,7.6,7.5,0.0,1.7,0.8,13,1,3,23,286,148600,12,0,20,37,78,3,295,70,0,1,3.8,1.0,0.4,0.001000010000100001,0.06775067750677508,0.012644889357218123,0.003703703703703704,0.0,0.0
115,15,5.6,2.2,2.1,0.0,0.6,0.8,12,0,24,6,63,28900,13,0,43,23,80,3,295,36,1,1,1.3,0.3,0.3,0.02868617326448652,0.15015015015015015,0.03870967741935484,0.003703703703703704,0.006060606060606061,0.0
116,26,2.9,9.1,9.0,0.0,3.2,1.6,15,1,8,20,198,8700,20,1,50,35,140,4,390,32,0,1,5.9,1.3,0.5,0.001000010000100001,0.1394700139470014,0.018436011676140725,0.0084985835694051,0.07092198581560284,0.017857142857142856
117,17,13.2,7.9,7.8,0.0,3.0,0.8,18,0,44,34,34,187500,18,1,6,2,199,5,295,28,1,0,5.2,0.8,0.1,0.014598540145985401,0.1582278481012658,0.0995850622406639,0.0,0.0,0.0
118,29,10.5,6.7,6.6,0.0,2.8,1.6,12,0,28,3,170,167400,15,0,13,15,259,3,390,90,0,1,4.5,0.3,0.3,0.001000010000100001,0.1636661211129296,0.05794302269435055,0.0,0.0,0.0
119,19,7.8,5.5,5.4,0.0,2.5,1.6,15,1,12,17,5,147200,13,1,20,27,18,3,295,87,0,0,3.7,2.4,0.5,0.07215007215007216,0.3184713375796178,0.03397508493771234,0.011111111111111112,0.015503875968992248,0.0035714285714285713
120,10,5.0,4.3,4.2,0.0,0.0,0.8,18,0,48,31,141,127100,11,1,27,39,78,4,390,83,1,0,1.7,0.0,0.2,0.059665871121718374,0.06309148264984227,0.02117522498676548,0.0056657223796034,0.0,0.004761904761904762
121,22,2.3,3.1,3.0,0.6,0.0,1.6,12,1,32,45,276,106900,18,0,35,6,137,5,295,79,0,1,1.5,0.0,0.4,0.0655307994757536,0.02359046945034206,0.001000010000100001,0.007407407407407408,0.007751937984496124,0.010714285714285714
122,26,3.5,8.5,8.4,0.0,0.7,0.8,16,1,43,14,15,47000,18,1,46,44,139,5,295,29,0,1,8.0,0.4,0.1,0.088261253309797,0.07331378299120234,0.013617793917385383,0.003703703703703704,0.0,0.0
123,16,13.9,7.3,7.2,0.0,0.9,1.6,19,0,27,28,150,26900,16,0,2,11,198,3,390,25,1,0,6.8,0.4,0.2,0.12484394506866417,0.1984126984126984,0.09441384736428009,0.0821529745042493,0.16363636363636364,0.01904761904761905
124,28,11.1,6.1,6.0,2.5,0.0,0.8,12,0,11,42,286,6700,14,0,9,24,258,4,295,87,1,1,5.7,0.0,0.4,0.13280212483399734,0.12033694344163658,0.038697194453402126,0.1259259259259259,0.013071895424836602,0.0035714285714285713
125,19,8.4,4.9,4.8,0.1,0.0,1.6,16,1,47,11,122,185500,11,1,16,36,17,4,390,84,0,0,4.3,0.0,0.1,0.14084507042253522,0.14727540500736377,0.05027230833682446,0.0169971671388102,0.023255813953488372,0.014285714285714285
126,19,1.8,6.2,6.1,0.0,1.8,0.8,15,1,42,39,101,26100,14,0,43,2,261,5,390,69,0,1,4.4,0.4,0.1,0.001000010000100001,0.08928571428571429,0.02707581227436823,0.0113314447592068,0.015503875968992248,0.0035714285714285713
127,10,12.2,5.0,4.9,0.0,1.6,1.6,19,0,27,8,237,5900,12,1,50,14,20,5,390,65,1,1,3.5,0.1,0.3,0.001000010000100001,0.10121457489878542,0.04357298474945534,0.028328611898016998,0.0196078431372549,0.007142857142857143
128,21,9.4,3.8,3.7,0.0,1.3,0.8,12,1,11,22,72,184700,20,0,6,27,80,3,295,61,0,0,2.7,1.2,0.4,0.14245014245014245,0.25,0.022325581395348838,0.003703703703703704,0.0,0.0
129,12,6.7,2.6,2.5,0.0,0.9,1.6,15,0,46,36,208,164600,17,0,13,39,139,4,390,57,1,1,1.8,0.7,0.1,0.001000010000100001,0.021810250817884406,0.001000010000100001,0.0028328611898017,0.006535947712418301,0.0035714285714285713
130,24,4.0,9.5,9.4,0.0,4.1,0.8,19,0,31,5,43,144400,15,1,20,6,199,5,295,54,0,0,6.9,2.7,0.3,0.47619047619047616,0.5291005291005292,0.2745995423340961,0.003703703703703704,0.007751937984496124,0.0
131,11,6.5,4.1,4.0,0.0,0.1,0.8,17,1,0,33,120,24700,15,1,43,37,201,5,295,85,1,0,2.7,0.0,0.2,0.046860356138706656,0.09242144177449169,0.018450184501845015,0.018518518518518517,0.006535947712418301,0.004761904761904762
132,23,3.7,2.9,2.8,0.0,0.2,0.8,11,0,36,2,256,4500,13,1,50,4,261,3,390,82,0,0,1.9,0.0,0.4,0.053163211057947905,0.05998800239952009,0.02065404475043029,0.025495750708215296,0.007751937984496124,0.0
133,13,1.0,9.8,9.7,0.0,1.0,1.6,14,0,20,16,91,183300,11,0,6,16,20,4,295,78,1,1,6.4,0.2,0.1,0.5714285714285714,0.37453183520599254,0.24539877300613497,0.22962962962962963,0.06535947712418301,0.03214285714285714
134,25,11.3,8.6,8.5,0.0,1.2,0.8,17,1,4,30,227,163200,18,1,13,28,80,5,390,74,0,0,5.6,0.1,0.3,0.2710027100271003,0.14836795252225518,0.02577319587628866,0.0113314447592068,0.007751937984496124,0.004761904761904762
135,29,12.6,6.0,5.9,0.0,1.1,1.6,12,1,15,44,265,103300,18,1,24,21,81,5,390,90,1,0,1.8,0.1,0.5,0.19646365422396858,0.09900990099009901,0.001000010000100001,0.0028328611898017,0.0,0.0
136,20,9.9,4.8,4.7,0.0,1.0,0.8,15,0,50,12,101,83100,16,0,31,33,140,3,295,86,0,1,1.5,0.9,0.2,0.0423908435777872,0.12062726176115804,0.015284677111196025,0.0,0.0,0.0
137,24,11.1,2.1,2.0,0.0,0.5,1.6,19,1,9,26,139,23300,16,1,43,26,141,3,390,36,0,1,1.6,0.4,0.4,0.07092198581560284,0.11013215859030837,0.001000010000100001,0.0056657223796034,0.014184397163120567,0.0035714285714285713
138,14,8.4,9.0,8.9,0.0,2.7,0.8,12,1,45,40,275,3100,14,0,50,38,201,4,295,32,1,1,7.0,2.1,0.1,0.001000010000100001,0.04610419548178884,0.013896931094383324,0.1,0.06060606060606061,0.007142857142857143
139,29,13.5,3.9,3.8,0.4,0.0,1.6,20,0,44,40,169,82500,18,0,42,32,18,5,295,59,1,1,2.2,0.0,0.5,0.4484304932735426,0.16556291390728478,0.03031834259727135,0.07037037037037037,0.08496732026143791,0.017857142857142856
140,30,6.9,5.1,5.0,0.0,1.9,1.6,20,0,39,23,149,122100,12,1,17,43,262,5,295,44,1,0,2.6,1.1,0.5,0.001000010000100001,0.129366106080207,0.01854427445526194,0.0,0.0,0.0
141,28,13.2,5.4,5.3,0.0,2.2,0.8,12,0,49,37,82,141600,17,0,20,30,80,3,390,87,1,0,4.2,0.7,0.1,0.001000010000100001,0.08928571428571429,0.05190311418685121,0.0028328611898017,0.0,0.0
142,11,1.4,2.7,2.6,0.0,1.2,1.6,17,0,8,6,120,81700,17,0,31,23,81,3,295,37,1,0,1.4,0.3,0.3,0.001000010000100001,0.05497526113249038,0.021382751247327157,0.0,0.0,0.0
143,23,11.8,9.6,9.5,0.0,0.0,0.8,20,1,44,20,256,61600,14,1,39,35,140,4,390,33,0,0,1.6,0.0,0.5,0.3389830508474576,0.16501650165016502,0.001000010000100001,0.0028328611898017,0.0,0.0
144,14,9.0,8.4,8.3,0.0,0.3,1.6,13,1,28,34,91,41400,12,0,46,2,200,5,295,29,0,1,1.5,0.0,0.2,0.12484394506866417,0.11428571428571428,0.016497113005224086,0.003703703703703704,0.0070921985815602835,0.0
145,25,6.3,7.2,7.1,0.4,0.0,0.8,17,0,12,3,227,21300,20,1,2,15,260,3,390,25,1,0,1.3,0.0,0.3,0.2159827213822894,0.1020408163265306,0.015875115756052386,0.0084985835694051,0.006060606060606061,0.0
146,16,3.5,6.0,5.9,1.0,0.0,0.8,20,1,48,17,63,1100,17,1,9,27,19,3,295,88,0,1,1.6,0.0,0.5,0.7299270072992701,0.22026431718061673,0.3418803418803419,0.5037037037037037,0.12403100775193798,0.02857142857142857
147,20,4.8,3.4,3.3,0.0,0.5,1.6,14,1,7,31,101,140200,17,0,20,20,20,4,295,37,0,1,2.4,0.3,0.2,0.07782101167315175,0.10718113612004287,0.02051983584131327,0.003703703703703704,0.06382978723404255,0.007142857142857143
148,11,2.0,2.2,2.1,0.5,0.0,0.8,18,0,42,45,237,120100,15,1,27,32,80,4,390,34,1,1,1.6,0.0,0.4,0.032992411745298586,0.035248501938667604,0.001000010000100001,0.0056657223796034,0.012121212121212121,0.0
149,15,3.3,7.6,7.5,0.0,1.8,1.6,12,0,2,14,275,60200,15,1,39,25,81,5,295,50,0,1,3.1,0.8,0.1,0.001000010000100001,0.04113533525298231,0.018306636155606407,0.0,0.0,0.0
150,19,4.6,4.9,4.8,0.0,1.3,0.8,16,1,12,28,13,199300,16,0,50,17,82,5,390,65,0,1,4.1,0.6,0.4,0.2898550724637681,0.15060240963855423,0.06369426751592357,0.025925925925925925,0.007751937984496124,0.004761904761904762
151,30,1.8,3.7,3.6,0.0,1.1,1.6,20,1,47,42,149,179100,13,1,6,30,141,3,295,62,1,0,3.1,0.3,0.5,0.001000010000100001,0.07524454477050414,0.01280273124933319,0.003703703703703704,0.006535947712418301,0.004761904761904762
152,21,12.2,2.5,2.4,0.0,0.8,0.8,13,0,32,11,284,159000,11,0,13,42,201,4,390,58,0,1,2.0,0.1,0.2,0.001000010000100001,0.04242681374628765,0.017184591149935556,0.0028328611898017,0.0,0.0
153,25,13.4,7.9,7.8,0.0,3.1,0.8,17,0,42,25,23,99100,11,0,24,35,202,4,390,74,1,1,4.6,0.4,0.4,0.13774104683195593,0.5988023952095809,0.4013377926421404,0.0113314447592068,0.0,0.0
154,23,6.7,8.2,8.1,1.6,0.0,1.6,19,0,0,39,256,118700,16,1,27,21,20,5,390,50,1,0,6.3,0.0,0.1,0.3333333333333333,0.07320644216691069,0.04247787610619469,0.141643059490085,0.13725490196078433,0.03333333333333333
155,10,9.2,2.8,2.7,0.0,0.0,1.6,18,0,21,22,32,197900,17,0,50,7,22,3,295,82,1,0,2.3,0.0,0.5,0.5,0.4,0.09374999999999999,0.007407407407407408,0.006535947712418301,0.004761904761904762
156,26,1.2,5.8,5.7,2.4,0.0,1.6,16,1,20,22,227,78300,11,0,42,1,139,3,295,43,1,0,4.7,0.0,0.4,0.6289308176100629,0.08741258741258742,0.020927799093128703,0.05555555555555555,0.0392156862745098,0.01904761904761905
157,26,7.7,7.1,7.0,0.0,0.7,1.6,16,1,16,5,206,117900,14,0,17,12,83,4,295,28,1,1,3.1,0.4,0.4,0.3597122302158274,0.14104372355430184,0.014204545454545454,0.007407407407407408,0.048484848484848485,0.0035714285714285713
158,20,12.8,10.0,9.9,0.3,0.0,1.6,14,0,15,5,101,197300,19,0,9,6,200,5,295,55,1,1,2.5,0.0,0.3,0.3448275862068966,0.41493775933609955,0.0676056338028169,0.007407407407407408,0.013071895424836602,0.007142857142857143
159,11,10.1,8.8,8.7,1.3,0.0,1.6,17,1,50,19,236,177100,16,0,16,18,259,5,390,51,0,0,2.8,0.0,0.5,0.27624309392265195,0.18761726078799248,0.014292520247737018,0.0056657223796034,0.0,0.0
160,15,11.3,6.2,6.1,0.9,0.0,0.8,11,1,10,33,275,117300,17,1,27,11,260,3,295,67,0,1,5.0,0.0,0.2,0.09057971014492755,0.09532888465204957,0.03913894324853229,0.07037037037037037,0.007751937984496124,0.0
161,27,8.6,5.0,4.9,1.2,0.0,1.6,15,0,45,2,110,97100,14,0,34,23,20,3,390,63,1,0,4.0,0.0,0.4,0.001000010000100001,0.02292526364053187,0.001000010000100001,0.0,0.0,0.0
162,17,5.9,3.8,3.7,1.3,0.0,0.8,18,1,29,16,246,76900,12,1,42,36,80,4,295,59,0,1,3.1,0.0,0.1,0.05414185165132648,0.052083333333333336,0.019620667102681493,0.022222222222222223,0.015503875968992248,0.0035714285714285713
163,18,12.4,5.0,4.9,0.0,1.6,0.8,18,1,25,44,226,116500,15,0,17,2,23,4,390,44,0,0,3.1,1.5,0.5,0.1631321370309951,0.09099181073703366,0.001000010000100001,0.0028328611898017,0.015503875968992248,0.0
164,30,9.6,3.8,3.7,0.0,1.3,1.6,11,0,9,13,61,96300,13,1,24,14,83,5,295,41,1,1,2.3,1.0,0.2,0.040666937779585195,0.14814814814814814,0.0502302218501465,0.0,0.006535947712418301,0.0
165,20,6.9,2.6,2.5,0.0,0.9,0.8,14,0,45,27,197,76100,20,1,31,26,142,3,390,37,1,0,1.5,0.6,0.4,0.001000010000100001,0.07621951219512195,0.001000010000100001,0.0028328611898017,0.0,0.0
166,18,13.2,2.9,2.8,0.5,0.0,0.8,17,0,3,41,130,95700,15,0,34,13,260,4,295,80,1,1,2.4,0.0,0.5,0.12547051442910917,0.18484288354898337,0.03400396712949844,0.011111111111111112,0.006535947712418301,0.0
167,30,10.5,9.8,9.7,2.9,0.0,1.6,20,0,38,9,265,75500,13,1,42,25,20,5,390,76,0,0,8.3,0.0,0.2,0.6097560975609756,0.20283975659229211,0.14018691588785046,0.3597733711048159,0.34108527131782945,0.14285714285714285
168,17,13.0,4.5,4.4,0.0,0.3,1.6,18,1,8,37,42,154800,13,0,13,11,22,5,390,42,0,0,4.1,0.0,0.1,0.1364256480218281,0.1347708894878706,0.026875699888017916,0.0084985835694051,0.10852713178294573,0.01904761904761905
169,29,10.3,3.3,3.2,1.3,0.0,0.8,12,0,43,6,177,134600,11,1,20,23,82,3,295,38,0,1,3.0,0.0,0.3,0.12531328320802004,0.111731843575419,0.04489337822671156,0.018518518518518517,0.014184397163120567,0.0035714285714285713
170,12,11.5,8.7,8.6,0.0,1.2,1.6,16,0,3,20,216,74700,11,0,31,16,83,4,295,54,0,1,4.6,0.0,0.5,0.4098360655737705,0.19379844961240308,0.043731778425655975,0.011111111111111112,0.007751937984496124,0.0
171,24,8.8,7.5,7.4,0.0,1.3,0.8,19,1,38,34,51,54600,19,0,39,28,142,4,390,50,1,1,4.0,1.1,0.2,0.1404494382022472,0.19607843137254904,0.06144393241167434,0.014164305949008499,0.006535947712418301,0.0035714285714285713
172,14,6.0,6.3,6.2,0.7,0.0,0.8,13,0,22,3,187,34400,16,1,46,40,202,5,295,46,0,0,3.0,0.0,0.4,0.19267822736030826,0.17482517482517484,0.046242774566473986,0.022222222222222223,0.023255813953488372,0.004761904761904762
173,22,8.6,9.0,8.9,0.0,2.7,0.8,11,0,43,31,264,113700,17,1,17,26,204,3,295,78,1,0,6.1,1.7,0.3,0.001000010000100001,0.08525149190110827,0.026881720430107524,0.007407407407407408,0.0,0.0
174,25,3.1,6.6,6.5,0.0,2.4,0.8,18,0,12,14,235,73300,12,0,31,5,23,4,295,70,1,0,4.5,0.8,0.2,0.001000010000100001,0.07651109410864575,0.03884752347037876,0.007407407407407408,0.0,0.0
175,29,4.3,3.9,3.8,0.0,1.6,1.6,12,0,22,28,273,13500,13,1,43,43,24,5,390,86,0,0,1.7,0.5,0.4,0.001000010000100001,0.033112582781456956,0.001000010000100001,0.0226628895184136,0.015503875968992248,0.014285714285714285
176,27,10.7,4.2,4.1,0.2,0.0,0.8,15,1,32,42,206,33000,17,1,46,30,142,3,295,63,0,1,2.1,0.0,0.5,0.15337423312883436,0.09861932938856015,0.001000010000100001,0.018518518518518517,0.007751937984496124,0.0035714285714285713
177,18,8.0,3.0,2.9,0.4,0.0,0.8,18,0,16,11,42,12900,15,0,2,42,202,3,390,59,1,0,1.5,0.0,0.2,0.023402761525860055,0.21645021645021645,0.06546644844517185,0.014164305949008499,0.013071895424836602,0.004761904761904762
178,20,2.5,8.7,8.6,3.3,0.0,0.8,15,1,36,39,13,171500,20,0,16,21,21,5,295,51,1,0,5.5,0.0,0.1,0.48309178743961356,0.09319664492078285,0.01699475994901572,0.053824362606232294,0.0392156862745098,0.007142857142857143
179,24,3.7,6.1,6.0,2.3,0.0,1.6,19,0,46,8,51,111700,20,0,27,14,22,5,390,67,1,1,6.0,0.0,0.3,0.46511627906976744,0.15015015015015015,0.033435497353023126,0.040740740740740744,0.007751937984496124,0.007142857142857143
180,19,2.2,2.2,2.1,0.9,0.0,1.6,16,1,41,36,225,31600,18,0,46,19,83,3,390,79,1,0,1.5,0.0,0.2,0.03277613897082923,0.029231218941829874,0.001000010000100001,0.0113314447592068,0.006535947712418301,0.004761904761904762
181,27,4.8,4.9,4.8,0.0,1.3,1.6,15,1,10,19,2,110900,19,1,17,5,85,4,390,45,0,0,3.6,0.4,0.1,0.066711140760507,0.12330456226880396,0.08010680907877168,0.059490084985835696,0.0196078431372549,0.02142857142857143
182,21,9.9,7.9,7.8,1.6,0.0,0.8,13,0,9,19,197,190300,13,1,9,44,202,5,390,72,1,0,4.7,0.0,0.5,0.22727272727272727,0.23255813953488372,0.05923000987166831,0.019830028328611898,0.006535947712418301,0.0
183,12,7.1,6.7,6.6,2.1,0.0,1.6,16,1,45,33,32,170100,11,0,16,11,261,3,295,68,0,1,4.2,0.0,0.2,0.3846153846153846,0.38167938931297707,0.13574660633484162,0.037037037037037035,0.007751937984496124,0.0035714285714285713
184,12,13.6,7.9,7.8,0.0,3.1,1.6,16,1,40,16,12,10700,14,1,43,22,205,3,390,53,0,0,3.9,3.0,0.2,0.0831946755407654,0.6329113924050632,0.8823529411764705,0.08498583569405099,0.0,0.0
185,27,5.6,2.8,2.7,1.1,0.0,1.6,14,0,40,16,206,90100,19,1,34,16,22,4,295,80,0,1,1.1,0.0,0.1,0.03881987577639751,0.03194888178913738,0.014548981571290009,0.003703703703703704,0.0,0.0
186,10,6.9,8.2,8.1,3.4,0.0,0.8,18,0,50,30,244,30200,19,0,46,9,23,4,295,30,0,1,6.2,0.0,0.3,1.0526315789473684,0.17543859649122806,0.09646302250803858,0.4666666666666667,1.49645390070922,0.05
187,19,9.4,2.9,2.8,0.0,0.0,0.8,17,1,19,13,21,109500,20,1,17,39,25,5,295,61,1,1,2.0,0.0,0.3,0.2178649237472767,0.5208333333333334,0.7741935483870968,0.011111111111111112,0.006535947712418301,0.0
188,30,6.7,9.8,9.7,0.0,0.6,1.6,20,0,4,27,157,89300,17,0,24,7,84,5,390,58,0,0,6.9,0.3,0.5,1.1627906976744187,0.28901734104046245,0.08236101578586136,0.042492917847025496,0.046511627906976744,0.009523809523809525
189,21,3.9,8.6,8.5,0.0,0.8,1.6,14,1,39,41,292,69100,15,1,31,19,144,3,295,54,1,1,6.0,0.2,0.1,0.1529051987767584,0.04734848484848485,0.001000010000100001,0.05925925925925926,0.0392156862745098,0.02857142857142857
190,12,1.2,7.4,7.3,1.8,0.0,0.8,17,1,24,10,128,49000,13,1,39,31,204,4,390,50,0,1,5.4,0.0,0.3,0.5291005291005292,0.19493177387914232,0.04365223717715533,0.0453257790368272,0.046511627906976744,0.010714285714285714
191,16,2.4,4.7,4.6,0.0,0.8,1.6,11,0,34,24,166,188100,13,0,50,24,205,4,390,66,1,1,1.6,0.1,0.5,0.03901677721420211,0.04610419548178884,0.001000010000100001,0.0,0.0,0.0035714285714285713
192,14,8.8,5.0,4.9,2.3,0.0,0.8,14,1,43,38,99,8700,18,1,2,11,23,5,390,43,1,1,3.9,0.0,0.2,0.21645021645021645,0.12135922330097088,0.03210272873194221,0.09915014164305949,0.08496732026143791,0.0035714285714285713
193,18,10.0,2.3,2.2,1.0,0.0,1.6,18,1,3,7,138,147800,18,0,13,3,24,3,390,58,1,1,1.2,0.0,0.4,0.24449877750611249,0.15060240963855423,0.001000010000100001,0.0028328611898017,0.0,0.0
194,22,11.3,7.7,7.6,0.0,2.2,0.8,12,1,13,21,176,87900,18,0,24,41,25,3,295,74,1,1,6.2,1.8,0.1,0.001000010000100001,0.10764262648008613,0.04911993450675399,0.03333333333333333,0.006535947712418301,0.0
195,16,3.3,2.6,2.5,0.4,0.0,0.8,20,0,12,21,70,167300,13,0,16,35,142,4,295,35,1,1,1.6,0.0,0.5,0.1310615989515072,0.2604166666666667,0.07058823529411765,0.003703703703703704,0.006060606060606061,0.0
196,17,9.8,3.8,3.7,0.0,1.3,1.6,20,1,8,4,50,7900,16,0,43,1,85,4,295,86,1,1,2.0,0.8,0.5,0.2252252252252252,0.39370078740157477,0.09900990099009901,0.0,0.0,0.0
197,28,7.1,2.6,2.5,0.0,1.0,0.8,13,1,43,17,186,186700,14,0,50,13,145,5,390,83,0,0,1.4,0.5,0.2,0.001000010000100001,0.03552397868561279,0.001000010000100001,0.0,0.0,0.0
198,19,4.3,9.6,9.5,2.9,0.0,1.6,16,0,27,31,21,166500,11,1,6,26,205,3,295,79,1,1,4.6,0.0,0.4,0.04384042086804034,0.12019230769230768,0.024203307785397338,0.0,0.0,0.0
199,10,1.6,8.4,8.3,3.4,0.0,0.8,20,1,12,45,157,146400,19,0,13,38,264,3,390,75,0,0,4.5,0.0,0.5,0.8695652173913044,0.09523809523809523,0.02016467820534364,0.036827195467422094,0.0,0.0
200,21,12.0,7.2,7.1,0.1,0.0,1.6,13,0,47,14,292,126200,16,1,20,5,24,4,295,71,1,1,1.6,0.0,0.2,0.37453183520599254,0.056818181818181816,0.01921537229783827,0.13333333333333333,0.1830065359477124,0.075
201,25,13.2,4.5,4.4,0.0,0.0,0.8,17,0,6,28,31,66300,17,1,31,43,25,4,295,87,0,1,3.5,0.0,0.4,0.3205128205128205,0.591715976331361,0.33240997229916897,0.040740740740740744,0.03875968992248062,0.010714285714285714
202,16,10.5,3.3,3.2,0.4,0.0,1.6,11,1,42,42,166,46200,14,0,38,10,84,5,390,83,1,1,2.6,0.0,0.1,0.04391743522178305,0.04214075010535188,0.001000010000100001,0.0084985835694051,0.026143790849673203,0.010714285714285714
203,20,11.7,8.7,8.6,0.0,1.3,1.6,15,1,1,11,205,185300,15,1,50,3,85,3,295,33,1,1,3.7,1.1,0.3,0.3496503496503497,0.15600624024961,0.018306636155606407,0.007407407407407408,0.006060606060606061,0.0
204,18,5.0,9.0,8.9,3.0,0.0,0.8,17,0,11,25,138,5900,19,1,2,35,204,4,390,76,1,1,7.3,0.0,0.5,1.0204081632653061,0.35211267605633806,0.11549566891241578,0.1643059490084986,0.0196078431372549,0.007142857142857143
205,22,6.2,6.3,6.2,2.1,0.0,1.6,12,0,21,39,176,145000,20,0,13,27,205,4,295,26,0,1,3.3,0.0,0.2,0.136986301369863,0.111731843575419,0.04850444624090542,0.014814814814814815,0.0425531914893617,0.0035714285714285713
206,25,13.9,3.9,3.8,0.2,0.0,1.6,18,0,41,22,147,104700,15,0,27,7,24,3,295,84,0,0,1.1,0.0,0.5,0.7575757575757576,0.2032520325203252,0.016780869808418402,0.011111111111111112,0.015503875968992248,0.004761904761904762
207,15,11.1,2.7,2.6,0.4,0.0,0.8,12,1,25,36,283,84500,12,0,34,19,83,3,390,80,1,1,0.9,0.0,0.2,0.06426735218508997,0.028885037550548817,0.001000010000100001,0.0028328611898017,0.0,0.0
208,27,8.4,9.6,9.5,2.7,0.0,0.8,15,1,9,5,118,64300,20,1,42,31,143,4,295,77,0,0,4.1,0.0,0.4,0.7462686567164178,0.7092198581560284,0.05655042412818096,0.02962962962962963,0.0,0.0
209,28,1.8,2.8,2.7,0.0,1.2,0.8,14,0,5,33,98,103900,13,0,17,42,86,4,390,62,0,1,2.6,0.0,0.4,0.001000010000100001,0.1091703056768559,0.04290311047550947,0.0028328611898017,0.0,0.0
210,22,6.9,5.7,5.6,2.2,0.0,0.8,12,0,4,33,292,183300,18,0,9,36,204,5,390,89,0,1,4.8,0.0,0.3,0.16611295681063123,0.12180267965895249,0.052956751985878195,0.0226628895184136,0.007751937984496124,0.0035714285714285713
211,12,4.1,4.6,4.5,0.0,0.0,1.6,16,1,39,2,128,163100,15,1,16,4,263,3,295,85,1,0,3.4,0.0,0.5,0.10416666666666667,0.1620745542949757,0.018811725975858284,0.0,0.0,0.0
212,13,10.7,5.8,5.7,0.0,0.5,1.6,15,1,35,30,107,3700,19,1,43,15,207,3,295,70,1,0,2.8,0.3,0.4,0.1589825119236884,0.186219739292365,0.01842468908337172,0.044444444444444446,0.006535947712418301,0.009523809523809525
213,25,7.9,4.6,4.5,0.0,0.5,0.8,19,0,19,44,243,182500,16,1,50,27,266,4,390,66,0,1,2.2,0.2,0.1,0.001000010000100001,0.021168501270110076,0.001000010000100001,0.0028328611898017,0.0,0.0
214,15,5.2,3.4,3.3,0.3,0.0,1.6,12,1,4,13,79,162300,14,0,6,39,26,5,295,63,1,0,1.5,0.0,0.3,0.08517887563884156,0.11098779134295228,0.015910898965791568,0.003703703703703704,0.006535947712418301,0.0
215,13,11.5,3.7,3.6,1.1,0.0,1.6,14,0,13,27,11,181900,19,1,9,26,144,3,390,39,1,0,3.2,0.0,0.4,0.06825938566552901,0.15527950310559005,0.0358530026889752,0.0028328611898017,0.0,0.0
216,25,8.8,2.5,2.4,1.0,0.0,0.8,18,1,48,41,147,161700,16,1,16,38,203,3,295,36,0,1,2.1,0.0,0.1,0.019138755980861243,0.03683241252302026,0.001000010000100001,0.007407407407407408,0.014184397163120567,0.0
217,26,2.2,3.7,3.6,0.0,1.1,0.8,17,1,44,24,127,2300,20,1,43,4,147,4,390,87,0,1,2.4,0.0,0.1,0.001000010000100001,0.054229934924078085,0.01606425702811245,0.0028328611898017,0.0,0.0
218,24,8.6,4.0,3.9,0.1,0.0,1.6,20,0,2,38,59,21800,15,1,46,36,265,5,295,63,0,1,3.6,0.0,0.2,0.04217629692113032,0.1589825119236884,0.061162079510703356,0.03333333333333333,0.046511627906976744,0.014285714285714285
219,28,9.8,9.5,9.4,0.4,0.0,0.8,14,1,13,7,98,160900,15,0,6,29,266,5,390,79,0,1,4.6,0.0,0.4,0.41493775933609955,0.6711409395973155,0.0749063670411985,0.0226628895184136,0.007751937984496124,0.0
220,19,7.1,8.3,8.2,1.2,0.0,1.6,17,1,48,21,233,140800,12,1,13,41,26,3,295,75,0,0,4.3,0.0,0.1,0.2079002079002079,0.0744047619047619,0.02313475997686524,0.044444444444444446,0.015503875968992248,0.009523809523809525
221,30,4.3,7.1,7.0,1.8,0.0,1.6,11,0,33,35,69,120600,20,0,20,8,85,4,390,72,1,1,4.0,0.0,0.3,0.48780487804878053,0.27027027027027023,0.8053691275167785,0.042492917847025496,0.032679738562091505,0.010714285714285714
222,13,5.6,4.4,4.3,1.1,0.0,0.8,15,0,43,4,107,60800,20,0,31,1,86,4,295,87,1,1,4.3,0.0,0.5,0.3831417624521073,0.6097560975609756,0.7499999999999999,0.0084985835694051,0.013071895424836602,0.004761904761904762
